months,CAGR,Vol_annual,Sharpe,MaxDD,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.12355622363085028,0.1556289939726476,0.829508261653201,-0.31376267437684324,0.09276496060567982,0.022250001003278203,0.12510766876157642,0.12355622363085028,LASSO_longshort,A,isotonic
192,0.028913385171945194,0.16799087671939017,0.25390215006501143,-0.4407692434385555,0.00032184279893542056,0.017450000147903204,0.030044780639323587,0.028913385171945194,LASSO_longshort,B,isotonic
192,0.05032314947264416,0.204938870769869,0.3414647081691438,-0.5388196528769157,0.006979480571303584,0.014991666682143676,0.051297067120326556,0.05032314947264416,LASSO_longshort,C,isotonic
192,0.0542263320875509,0.18948787363891284,0.3729228188918716,-0.4799202208319998,0.01680587059895524,0.0383500000254372,0.05674058638912993,0.0542263320875509,LASSO_longshort,ALL,isotonic
