Date,Universe,Strategy,Ticker,Weight
2022-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.2783710617371118e-12
2022-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.1035791091203122e-12
2023-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,9.864795044467555e-13
2023-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.5561178625793968e-12
2023-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.6567200565454015e-12
2023-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.5259385202635588e-12
2023-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,4.037462203208493e-13
2023-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.7436458806363135e-13
2023-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.198256501413582e-13
2023-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,4.854705258520753e-12
2023-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.825756490138873e-12
2023-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.5875468964479603e-12
2023-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.1067827971843552e-12
2023-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.7680555383545487e-12
2024-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,4.920028291992079e-13
2024-02-29,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.3278075491561616e-13
2024-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.7900412465525105e-13
2024-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.1968312898564353e-13
2024-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.1160623577919825e-13
2024-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.0742544110450654e-12
2024-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.971755911437742e-13
2024-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.3070542668145815e-13
2024-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,4.404943587351644e-12
2024-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.441539625534582e-12
2024-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,4.809635385348379e-13
2024-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.6248472058862147e-13
2025-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.190978540217443e-13
2025-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.2451496426346363e-13
2025-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.9185921427066896e-13
2025-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,6.108837290002813e-14
2025-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,1.9038158072488715e-13
2025-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.2687167931988724e-13
2025-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.814202462892074e-13
2025-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,3.031902593090096e-13
2025-09-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,USO,2.589848260659423e-13
2008-10-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2008-11-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2008-12-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-01-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-02-28,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-03-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-04-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-05-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-06-30,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-07-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
2009-08-31,ALL,ML_RF_longonly_costaware_5bps_grosslabels_affine,VGK,
