months,CAGR,Vol_annual,Sharpe,MaxDD,MSFE_assets,MSFE_portfolio,OOS_R2_portfolio,CEQ_g3,CEQ_g5,Model,Universe
192,0.14395504062943743,0.14821685253030573,0.986261284983097,-0.2668617085647037,0.0022590600445281574,0.0019136353517147358,0.02838736621423099,0.11322819037170392,0.09125995499771353,RF_longonly_0bps_v1_1_1,A
192,0.0694205442269864,0.17946689002574248,0.46474879925870116,-0.3002272569392148,0.00330594912240677,0.0027064363530389045,0.004386958676272146,0.035094474722889284,0.0028861101073773265,RF_longonly_0bps_v1_1_1,B
192,0.08628311755299412,0.200500300810674,0.5135130452785374,-0.5184631792156983,0.00980835505243086,0.0032924382383102305,0.033398019094569076,0.042658964110795866,0.0024585934856251046,RF_longonly_0bps_v1_1_1,C
192,0.11730312053873093,0.1577641538925776,0.7847464300791454,-0.2519551785894404,0.004383284303407939,0.0020931064065215425,0.0353310647459707,0.08647056418149585,0.061581035928054924,RF_longonly_0bps_v1_1_1,ALL
