Date,Universe,Model,Calib,Ticker,Weight
2018-08-31,ALL,RF_longonly,isotonic,BITW,3.9553483665464585e-13
2018-09-30,ALL,RF_longonly,isotonic,BITW,1.0032555801379594e-12
2018-10-31,ALL,RF_longonly,isotonic,BITW,5.863955421114092e-13
2018-11-30,ALL,RF_longonly,isotonic,BITW,9.393084271014106e-13
2018-12-31,ALL,RF_longonly,isotonic,BITW,1.080816866530057e-12
2019-01-31,ALL,RF_longonly,isotonic,BITW,2.5744868096051854e-12
2019-02-28,ALL,RF_longonly,isotonic,BITW,3.6792462662914005e-13
2019-03-31,ALL,RF_longonly,isotonic,BITW,1.0737406669007583e-13
2019-04-30,ALL,RF_longonly,isotonic,BITW,4.490542923854536e-12
2019-05-31,ALL,RF_longonly,isotonic,BITW,3.6066702044418506e-12
2019-06-30,ALL,RF_longonly,isotonic,BITW,1.7804067389993446e-12
2019-07-31,ALL,RF_longonly,isotonic,BITW,9.67483407699275e-13
2019-08-31,ALL,RF_longonly,isotonic,BITW,4.4336311772177247e-13
2019-09-30,ALL,RF_longonly,isotonic,BITW,2.950797684755486e-12
2019-10-31,ALL,RF_longonly,isotonic,BITW,2.0937163282078007e-12
2019-11-30,ALL,RF_longonly,isotonic,BITW,1.9264210569683064e-12
2019-12-31,ALL,RF_longonly,isotonic,BITW,1.0870543587187713e-11
2020-01-31,ALL,RF_longonly,isotonic,BITW,6.908251010793857e-12
2020-02-29,ALL,RF_longonly,isotonic,BITW,1.8412508896273645e-12
2020-03-31,ALL,RF_longonly,isotonic,BITW,5.7553689928490084e-12
2020-04-30,ALL,RF_longonly,isotonic,BITW,4.174223246815221e-13
2020-05-31,ALL,RF_longonly,isotonic,BITW,2.979015181686098e-13
2020-06-30,ALL,RF_longonly,isotonic,BITW,1.5989761542655631e-12
2020-07-31,ALL,RF_longonly,isotonic,BITW,1.2287732570496808e-13
2020-08-31,ALL,RF_longonly,isotonic,BITW,0.0
2020-09-30,ALL,RF_longonly,isotonic,BITW,3.0116832961234086e-12
2020-10-31,ALL,RF_longonly,isotonic,BITW,7.835716535274974e-13
2020-11-30,ALL,RF_longonly,isotonic,BITW,6.181043908035864e-14
2020-12-31,ALL,RF_longonly,isotonic,BITW,2.3970583576896287e-13
2021-01-31,ALL,RF_longonly,isotonic,BITW,3.4569738685734103e-13
2021-02-28,ALL,RF_longonly,isotonic,BITW,0.0
2021-03-31,ALL,RF_longonly,isotonic,BITW,1.8867294274239837e-13
2021-04-30,ALL,RF_longonly,isotonic,BITW,5.978906159731333e-12
2021-05-31,ALL,RF_longonly,isotonic,BITW,1.0780340687659502e-12
2021-06-30,ALL,RF_longonly,isotonic,BITW,1.5164740714278678e-12
2021-07-31,ALL,RF_longonly,isotonic,BITW,4.3177564736174184e-13
2021-08-31,ALL,RF_longonly,isotonic,BITW,3.8816190223199425e-12
2021-09-30,ALL,RF_longonly,isotonic,BITW,1.868271813158064e-12
2021-10-31,ALL,RF_longonly,isotonic,BITW,5.489043373507916e-12
2021-11-30,ALL,RF_longonly,isotonic,BITW,2.3550249283555396e-12
2021-12-31,ALL,RF_longonly,isotonic,BITW,6.700346966265436e-13
2022-01-31,ALL,RF_longonly,isotonic,BITW,3.051533719095085e-13
2022-02-28,ALL,RF_longonly,isotonic,BITW,1.1847502622992055e-12
2022-03-31,ALL,RF_longonly,isotonic,BITW,2.0185563927404753e-12
2022-04-30,ALL,RF_longonly,isotonic,BITW,6.339964800637302e-12
2022-05-31,ALL,RF_longonly,isotonic,BITW,4.94039778780441e-13
2022-06-30,ALL,RF_longonly,isotonic,BITW,1.574965629884474e-12
2022-07-31,ALL,RF_longonly,isotonic,BITW,2.9776457030578624e-12
2022-08-31,ALL,RF_longonly,isotonic,BITW,3.3503648560590162e-12
2022-09-30,ALL,RF_longonly,isotonic,BITW,5.53841102569545e-13
2022-10-31,ALL,RF_longonly,isotonic,BITW,4.105165870695731e-12
2022-11-30,ALL,RF_longonly,isotonic,BITW,6.641355597420915e-15
2022-12-31,ALL,RF_longonly,isotonic,BITW,9.679841568366699e-14
2023-01-31,ALL,RF_longonly,isotonic,BITW,2.4130668557819263e-13
2023-02-28,ALL,RF_longonly,isotonic,BITW,2.4108763554540645e-12
2023-03-31,ALL,RF_longonly,isotonic,BITW,1.8200099912390345e-13
2023-04-30,ALL,RF_longonly,isotonic,BITW,3.633355735379258e-12
2023-05-31,ALL,RF_longonly,isotonic,BITW,1.0317504167624997e-11
2023-06-30,ALL,RF_longonly,isotonic,BITW,1.3207266299307362e-12
2023-07-31,ALL,RF_longonly,isotonic,BITW,4.1114645842011464e-13
2023-08-31,ALL,RF_longonly,isotonic,BITW,1.2703679153528671e-13
2023-09-30,ALL,RF_longonly,isotonic,BITW,2.333897464909677e-13
2023-10-31,ALL,RF_longonly,isotonic,BITW,2.7200021610969545e-13
2023-11-30,ALL,RF_longonly,isotonic,BITW,1.5530198756003985e-13
2023-12-31,ALL,RF_longonly,isotonic,BITW,1.6289860236314083e-12
2024-01-31,ALL,RF_longonly,isotonic,BITW,5.890293702876594e-13
2024-02-29,ALL,RF_longonly,isotonic,BITW,2.8432919446464846e-13
2024-03-31,ALL,RF_longonly,isotonic,BITW,2.6294935360154245e-13
2024-04-30,ALL,RF_longonly,isotonic,BITW,1.1792344795537547e-13
2024-05-31,ALL,RF_longonly,isotonic,BITW,2.0156657770170527e-14
2024-06-30,ALL,RF_longonly,isotonic,BITW,2.4871438867190467e-13
2024-07-31,ALL,RF_longonly,isotonic,BITW,2.678231907298673e-13
2024-08-31,ALL,RF_longonly,isotonic,BITW,2.622517262532119e-13
2024-09-30,ALL,RF_longonly,isotonic,BITW,1.1353341910948267e-12
2024-10-31,ALL,RF_longonly,isotonic,BITW,1.3789796337962776e-12
2024-11-30,ALL,RF_longonly,isotonic,BITW,0.2
2024-12-31,ALL,RF_longonly,isotonic,BITW,0.2
2025-01-31,ALL,RF_longonly,isotonic,BITW,0.2
2025-02-28,ALL,RF_longonly,isotonic,BITW,0.2
2025-03-31,ALL,RF_longonly,isotonic,BITW,0.2
2025-04-30,ALL,RF_longonly,isotonic,BITW,0.2
2025-05-31,ALL,RF_longonly,isotonic,BITW,0.1999999999998519
2025-06-30,ALL,RF_longonly,isotonic,BITW,0.2
2025-07-31,ALL,RF_longonly,isotonic,BITW,0.2
2025-08-31,ALL,RF_longonly,isotonic,BITW,0.2
2025-09-30,ALL,RF_longonly,isotonic,BITW,0.2
2008-10-31,ALL,RF_longonly,isotonic,CPER,
2008-11-30,ALL,RF_longonly,isotonic,CPER,
2008-12-31,ALL,RF_longonly,isotonic,CPER,
2009-01-31,ALL,RF_longonly,isotonic,CPER,
2009-02-28,ALL,RF_longonly,isotonic,CPER,
2009-03-31,ALL,RF_longonly,isotonic,CPER,
2009-04-30,ALL,RF_longonly,isotonic,CPER,
2009-05-31,ALL,RF_longonly,isotonic,CPER,
2009-06-30,ALL,RF_longonly,isotonic,CPER,
2009-07-31,ALL,RF_longonly,isotonic,CPER,
2009-08-31,ALL,RF_longonly,isotonic,CPER,
2009-09-30,ALL,RF_longonly,isotonic,CPER,
2009-10-31,ALL,RF_longonly,isotonic,CPER,5.198285135321787e-13
2009-11-30,ALL,RF_longonly,isotonic,CPER,1.2720673975100132e-13
2009-12-31,ALL,RF_longonly,isotonic,CPER,4.229907100432211e-12
2010-01-31,ALL,RF_longonly,isotonic,CPER,2.6188905649499836e-12
2010-02-28,ALL,RF_longonly,isotonic,CPER,2.3820694909178117e-11
2010-03-31,ALL,RF_longonly,isotonic,CPER,1.8039800016665205e-12
2010-04-30,ALL,RF_longonly,isotonic,CPER,2.62194377334599e-12
2010-05-31,ALL,RF_longonly,isotonic,CPER,8.796424741865855e-12
2010-06-30,ALL,RF_longonly,isotonic,CPER,0.033333333331491355
2010-07-31,ALL,RF_longonly,isotonic,CPER,3.481526229136237e-11
2010-08-31,ALL,RF_longonly,isotonic,CPER,2.2390304731390058e-11
2010-09-30,ALL,RF_longonly,isotonic,CPER,5.67786690951992e-13
2010-10-31,ALL,RF_longonly,isotonic,CPER,4.619387303125595e-12
2010-11-30,ALL,RF_longonly,isotonic,CPER,1.1394693528632778e-12
2010-12-31,ALL,RF_longonly,isotonic,CPER,1.0806590031195687e-13
2011-01-31,ALL,RF_longonly,isotonic,CPER,5.740812224150571e-13
2011-02-28,ALL,RF_longonly,isotonic,CPER,8.181675057920568e-13
2011-03-31,ALL,RF_longonly,isotonic,CPER,1.3029436670674056e-12
2011-04-30,ALL,RF_longonly,isotonic,CPER,1.5154123222956576e-12
2011-05-31,ALL,RF_longonly,isotonic,CPER,5.027094994272879e-12
2011-06-30,ALL,RF_longonly,isotonic,CPER,6.585478080034475e-12
2011-07-31,ALL,RF_longonly,isotonic,CPER,9.527335637048898e-12
2011-08-31,ALL,RF_longonly,isotonic,CPER,3.5177554027757466e-12
2011-09-30,ALL,RF_longonly,isotonic,CPER,1.1222936816313686e-12
2011-10-31,ALL,RF_longonly,isotonic,CPER,1.9747614236082648e-13
2011-11-30,ALL,RF_longonly,isotonic,CPER,0.03636363636491758
2011-12-31,ALL,RF_longonly,isotonic,CPER,1.3316109630374707e-12
2012-01-31,ALL,RF_longonly,isotonic,CPER,3.068025890682305e-12
2012-02-29,ALL,RF_longonly,isotonic,CPER,5.014630793703126e-12
2012-03-31,ALL,RF_longonly,isotonic,CPER,4.267239544218972e-12
2012-04-30,ALL,RF_longonly,isotonic,CPER,4.400140586091939e-12
2012-05-31,ALL,RF_longonly,isotonic,CPER,5.634341984116812e-12
2012-06-30,ALL,RF_longonly,isotonic,CPER,3.289698734347493e-12
2012-07-31,ALL,RF_longonly,isotonic,CPER,1.765803650075109e-12
2012-08-31,ALL,RF_longonly,isotonic,CPER,3.248407118398542e-12
2012-09-30,ALL,RF_longonly,isotonic,CPER,3.2722415632374023e-12
2012-10-31,ALL,RF_longonly,isotonic,CPER,3.4206335791327323e-12
2012-11-30,ALL,RF_longonly,isotonic,CPER,2.5690297108830564e-12
2012-12-31,ALL,RF_longonly,isotonic,CPER,6.008419782807533e-12
2013-01-31,ALL,RF_longonly,isotonic,CPER,1.7184394221316696e-12
2013-02-28,ALL,RF_longonly,isotonic,CPER,8.682048372812842e-12
2013-03-31,ALL,RF_longonly,isotonic,CPER,7.38276054210206e-12
2013-04-30,ALL,RF_longonly,isotonic,CPER,1.5967159393653456e-12
2013-05-31,ALL,RF_longonly,isotonic,CPER,1.0902111980722527e-11
2013-06-30,ALL,RF_longonly,isotonic,CPER,1.1624472316337891e-11
2013-07-31,ALL,RF_longonly,isotonic,CPER,1.5999326686009196e-12
2013-08-31,ALL,RF_longonly,isotonic,CPER,1.8115491816014217e-12
2013-09-30,ALL,RF_longonly,isotonic,CPER,2.99876083535627e-12
2013-10-31,ALL,RF_longonly,isotonic,CPER,6.98600353810862e-13
2013-11-30,ALL,RF_longonly,isotonic,CPER,2.267315487583483e-12
2013-12-31,ALL,RF_longonly,isotonic,CPER,9.32119709691415e-13
2014-01-31,ALL,RF_longonly,isotonic,CPER,2.7445318665796024e-12
2014-02-28,ALL,RF_longonly,isotonic,CPER,5.318178549522035e-13
2014-03-31,ALL,RF_longonly,isotonic,CPER,1.7734603783266003e-12
2014-04-30,ALL,RF_longonly,isotonic,CPER,3.929149683569368e-13
2014-05-31,ALL,RF_longonly,isotonic,CPER,1.1587525289191041e-12
2014-06-30,ALL,RF_longonly,isotonic,CPER,9.38824744154084e-13
2014-07-31,ALL,RF_longonly,isotonic,CPER,5.857824474783357e-13
2014-08-31,ALL,RF_longonly,isotonic,CPER,1.5362522925264282e-12
2014-09-30,ALL,RF_longonly,isotonic,CPER,6.6532318294046e-12
2014-10-31,ALL,RF_longonly,isotonic,CPER,9.111439983096546e-13
2014-11-30,ALL,RF_longonly,isotonic,CPER,1.6736256365504264e-11
2014-12-31,ALL,RF_longonly,isotonic,CPER,3.0356819832201075e-12
2015-01-31,ALL,RF_longonly,isotonic,CPER,3.1945957368497348e-12
2015-02-28,ALL,RF_longonly,isotonic,CPER,4.995898405001544e-13
2015-03-31,ALL,RF_longonly,isotonic,CPER,3.72080599096221e-12
2015-04-30,ALL,RF_longonly,isotonic,CPER,9.197295038715612e-13
2015-05-31,ALL,RF_longonly,isotonic,CPER,1.95923230616666e-13
2015-06-30,ALL,RF_longonly,isotonic,CPER,8.287956710529251e-12
2015-07-31,ALL,RF_longonly,isotonic,CPER,7.96232311155248e-13
2015-08-31,ALL,RF_longonly,isotonic,CPER,3.034332794994172e-13
2015-09-30,ALL,RF_longonly,isotonic,CPER,3.9832271073657015e-13
2015-10-31,ALL,RF_longonly,isotonic,CPER,4.045146342029182e-13
2015-11-30,ALL,RF_longonly,isotonic,CPER,2.9488229906325722e-12
2015-12-31,ALL,RF_longonly,isotonic,CPER,4.194600691765096e-14
2016-01-31,ALL,RF_longonly,isotonic,CPER,1.0339120403945649e-13
2016-02-29,ALL,RF_longonly,isotonic,CPER,2.089780411716975e-13
2016-03-31,ALL,RF_longonly,isotonic,CPER,1.3884455784582768e-12
2016-04-30,ALL,RF_longonly,isotonic,CPER,3.2478114157689435e-12
2016-05-31,ALL,RF_longonly,isotonic,CPER,6.471983567655287e-12
2016-06-30,ALL,RF_longonly,isotonic,CPER,2.699013340666e-12
2016-07-31,ALL,RF_longonly,isotonic,CPER,1.4649723956139418e-12
2016-08-31,ALL,RF_longonly,isotonic,CPER,2.1509431708227337e-13
2016-09-30,ALL,RF_longonly,isotonic,CPER,3.1134885758707198e-12
2016-10-31,ALL,RF_longonly,isotonic,CPER,4.0566306715108584e-13
2016-11-30,ALL,RF_longonly,isotonic,CPER,3.1016165907770186e-11
2016-12-31,ALL,RF_longonly,isotonic,CPER,1.1277559585310442e-12
2017-01-31,ALL,RF_longonly,isotonic,CPER,8.09507937869903e-13
2017-02-28,ALL,RF_longonly,isotonic,CPER,2.344359286680399e-13
2017-03-31,ALL,RF_longonly,isotonic,CPER,4.035371737884706e-12
2017-04-30,ALL,RF_longonly,isotonic,CPER,1.0737582214641828e-12
2017-05-31,ALL,RF_longonly,isotonic,CPER,1.203400579512021e-13
2017-06-30,ALL,RF_longonly,isotonic,CPER,1.206573731311483e-12
2017-07-31,ALL,RF_longonly,isotonic,CPER,8.084925905092301e-12
2017-08-31,ALL,RF_longonly,isotonic,CPER,1.401649359716334e-12
2017-09-30,ALL,RF_longonly,isotonic,CPER,5.593340364923218e-13
2017-10-31,ALL,RF_longonly,isotonic,CPER,2.1196007489697972e-13
2017-11-30,ALL,RF_longonly,isotonic,CPER,2.5841041611580815e-12
2017-12-31,ALL,RF_longonly,isotonic,CPER,8.025510128008306e-13
2018-01-31,ALL,RF_longonly,isotonic,CPER,1.7651861661815853e-12
2018-02-28,ALL,RF_longonly,isotonic,CPER,4.2111081557595237e-13
2018-03-31,ALL,RF_longonly,isotonic,CPER,5.965403817887887e-13
2018-04-30,ALL,RF_longonly,isotonic,CPER,1.541462613234163e-12
2018-05-31,ALL,RF_longonly,isotonic,CPER,3.870408735481451e-12
2018-06-30,ALL,RF_longonly,isotonic,CPER,3.0192823463686653e-13
2018-07-31,ALL,RF_longonly,isotonic,CPER,3.9962093153193964e-13
2018-08-31,ALL,RF_longonly,isotonic,CPER,9.164807036627684e-14
2018-09-30,ALL,RF_longonly,isotonic,CPER,3.116977142309162e-13
2018-10-31,ALL,RF_longonly,isotonic,CPER,2.8658311595389164e-13
2018-11-30,ALL,RF_longonly,isotonic,CPER,1.6664470626952247e-12
2018-12-31,ALL,RF_longonly,isotonic,CPER,6.804507972843294e-13
2019-01-31,ALL,RF_longonly,isotonic,CPER,5.378292740888613e-12
2019-02-28,ALL,RF_longonly,isotonic,CPER,7.395093364281535e-13
2019-03-31,ALL,RF_longonly,isotonic,CPER,9.325813594501771e-14
2019-04-30,ALL,RF_longonly,isotonic,CPER,1.1519623315889915e-09
2019-05-31,ALL,RF_longonly,isotonic,CPER,2.2230127179779233e-11
2019-06-30,ALL,RF_longonly,isotonic,CPER,4.913470443573809e-12
2019-07-31,ALL,RF_longonly,isotonic,CPER,2.2635314204679596e-12
2019-08-31,ALL,RF_longonly,isotonic,CPER,6.135219395299983e-13
2019-09-30,ALL,RF_longonly,isotonic,CPER,4.6298353646226005e-12
2019-10-31,ALL,RF_longonly,isotonic,CPER,4.106510328388718e-12
2019-11-30,ALL,RF_longonly,isotonic,CPER,5.7230935585329565e-12
2019-12-31,ALL,RF_longonly,isotonic,CPER,7.608342411335406e-11
2020-01-31,ALL,RF_longonly,isotonic,CPER,1.0602489417819895e-11
2020-02-29,ALL,RF_longonly,isotonic,CPER,2.701486759426854e-12
2020-03-31,ALL,RF_longonly,isotonic,CPER,4.079360382700633e-12
2020-04-30,ALL,RF_longonly,isotonic,CPER,4.963432399331263e-13
2020-05-31,ALL,RF_longonly,isotonic,CPER,3.9396680824958267e-13
2020-06-30,ALL,RF_longonly,isotonic,CPER,2.3532428473411445e-12
2020-07-31,ALL,RF_longonly,isotonic,CPER,5.102685438433104e-13
2020-08-31,ALL,RF_longonly,isotonic,CPER,1.7172982438541233e-12
2020-09-30,ALL,RF_longonly,isotonic,CPER,6.836635287146523e-12
2020-10-31,ALL,RF_longonly,isotonic,CPER,1.7851026819925564e-12
2020-11-30,ALL,RF_longonly,isotonic,CPER,1.1139606924811074e-12
2020-12-31,ALL,RF_longonly,isotonic,CPER,0.19999999998063933
2021-01-31,ALL,RF_longonly,isotonic,CPER,1.1853461873217424e-12
2021-02-28,ALL,RF_longonly,isotonic,CPER,1.1363286460859254e-13
2021-03-31,ALL,RF_longonly,isotonic,CPER,5.893285960617085e-13
2021-04-30,ALL,RF_longonly,isotonic,CPER,0.19999999997598936
2021-05-31,ALL,RF_longonly,isotonic,CPER,0.19999999999839724
2021-06-30,ALL,RF_longonly,isotonic,CPER,3.2262855180718113e-12
2021-07-31,ALL,RF_longonly,isotonic,CPER,6.571408481228063e-13
2021-08-31,ALL,RF_longonly,isotonic,CPER,6.647421331452227e-12
2021-09-30,ALL,RF_longonly,isotonic,CPER,2.7570257464292285e-12
2021-10-31,ALL,RF_longonly,isotonic,CPER,1.1749544432074379e-11
2021-11-30,ALL,RF_longonly,isotonic,CPER,4.157440944462831e-12
2021-12-31,ALL,RF_longonly,isotonic,CPER,1.1727278507086765e-12
2022-01-31,ALL,RF_longonly,isotonic,CPER,6.16047439625416e-13
2022-02-28,ALL,RF_longonly,isotonic,CPER,0.19999999999481113
2022-03-31,ALL,RF_longonly,isotonic,CPER,1.5073647011163276e-10
2022-04-30,ALL,RF_longonly,isotonic,CPER,1.4255582876139927e-11
2022-05-31,ALL,RF_longonly,isotonic,CPER,2.6086340654893668e-11
2022-06-30,ALL,RF_longonly,isotonic,CPER,2.232150285131672e-12
2022-07-31,ALL,RF_longonly,isotonic,CPER,4.000178520131765e-12
2022-08-31,ALL,RF_longonly,isotonic,CPER,2.7346076128460148e-12
2022-09-30,ALL,RF_longonly,isotonic,CPER,2.949354071238354e-13
