months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.06850201256602562,0.17817318317085998,0.4618574958520566,0.7279536744363573,-0.360561013970212,0.18998729732794947,0.5625,-0.204253132131546,0.35872662320994486,0.034672095405427955,0.01555000042031236,0.06953812794975445,0.06850201256602562,RF_longonly,B,isotonic
192,0.07499579475782281,0.18334981096451364,0.48680032215155267,0.7939083858107759,-0.3524762560631449,0.2127683594789079,0.5729166666666666,-0.09494619489851551,0.4441272970485102,0.038829017272867195,0.012249999964955837,0.07581591897704132,0.07499579475782281,LASSO_longonly,B,isotonic
