months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.09675373206834359,0.21459288330818543,0.5376807174732144,0.9045628994976735,-0.42439742170096273,0.22797907602868953,0.5677083333333334,0.18211014855935764,1.0934223154693363,0.046307297112010204,0.0024916666697716258,0.09692200949716545,0.09675373206834359,RF_longonly,C,affine
192,0.07555344228217242,0.21503234510982072,0.4458742117713255,0.7362703128606705,-0.49551966643323975,0.15247314566948994,0.5625,0.1676798357256175,1.2356248014316602,0.026519013216037404,0.0038916667239458635,0.07581275762210127,0.07555344228217242,LASSO_longonly,C,affine
