months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.0645769193521486,0.1761612502203629,0.44422578370208415,0.6937124773297766,-0.3356222472903344,0.19240953147031845,0.5729166666666666,-0.23272156201606026,0.5085800526046054,0.03170619031827769,0.004150000019538721,0.06485544216683814,0.0645769193521486,RF_longonly,B,affine
192,0.07643745390517598,0.17576965197947494,0.5078213450988524,0.811438023220176,-0.31115637345875025,0.24565607657498048,0.578125,-0.11486470715100869,0.8178738194848365,0.04291712526029553,0.004950000029597296,0.0767681791799979,0.07643745390517598,LASSO_longonly,B,affine
