Date,Ret_gross,Cost,Ret_net,Universe,Model,Calib
2008-10-31,,,,ALL,RF_longonly,affine
2008-11-30,,,,ALL,RF_longonly,affine
2008-12-31,,,,ALL,RF_longonly,affine
2009-01-31,,,,ALL,RF_longonly,affine
2009-02-28,,,,ALL,RF_longonly,affine
2009-03-31,,,,ALL,RF_longonly,affine
2009-04-30,,,,ALL,RF_longonly,affine
2009-05-31,,,,ALL,RF_longonly,affine
2009-06-30,,,,ALL,RF_longonly,affine
2009-07-31,,,,ALL,RF_longonly,affine
2009-08-31,,,,ALL,RF_longonly,affine
2009-09-30,,,,ALL,RF_longonly,affine
2009-10-31,0.06529874145469756,-0.00025,0.06504874145469756,ALL,RF_longonly,affine
2009-11-30,-0.02393388929092121,-2.156087092197196e-14,-0.02393388929094277,ALL,RF_longonly,affine
2009-12-31,-0.054753049449054,-0.00019999999997810674,-0.05495304944903211,ALL,RF_longonly,affine
2010-01-31,0.02685466639332387,-0.00019999999986066537,0.026654666393463203,ALL,RF_longonly,affine
2010-02-28,0.06519750826597097,-0.0002999999999276733,0.06489750826604329,ALL,RF_longonly,affine
2010-03-31,0.048569500704024965,-0.0002000000000970911,0.04836950070392788,ALL,RF_longonly,affine
2010-04-30,-0.06087166269119081,-0.00010000000009962103,-0.06097166269129043,ALL,RF_longonly,affine
2010-05-31,-0.04562930775961065,-0.00010000000005290669,-0.04572930775966356,ALL,RF_longonly,affine
2010-06-30,0.05315348524581883,-0.00029999999993248307,0.052853485245886345,ALL,RF_longonly,affine
2010-07-31,-0.022484525301531933,-0.00019999999979660168,-0.022684525301328536,ALL,RF_longonly,affine
2010-08-31,0.06618599521944654,-9.999999999058838e-05,0.06608599521945595,ALL,RF_longonly,affine
2010-09-30,0.03468193842817149,-0.0002999999998552131,0.03438193842831627,ALL,RF_longonly,affine
2010-10-31,-0.06316518243017838,-0.0002999999999630378,-0.06346518243014142,ALL,RF_longonly,affine
2010-11-30,0.062365436592672706,-0.00029999999992612824,0.062065436592746576,ALL,RF_longonly,affine
2010-12-31,0.020863311649748115,-0.00020000000003683692,0.020663311649711278,ALL,RF_longonly,affine
2011-01-31,0.01708824027226291,-0.00039999999993974234,0.016688240272323168,ALL,RF_longonly,affine
2011-02-28,0.008528786126517893,-0.0002000000184392578,0.008328786108078636,ALL,RF_longonly,affine
