,BITW,CPER,CRYPTO_EQ,DAX,DBC,DIA,EUMV,EWD,EWG,EWI,EWL,EWN,EWP,EWQ,EWU,EZU,FEZ,GLD,ICLN,IEUS,IJR,MDY,MTUM,ONEQ,QQQ,QUAL,RSP,SPY,TAN,UNG,USMV,USO,VGK,VNQ,VTV,VUG
2010-12-31,1.0805571458412672e-13,1.0805571458412672e-13,1.0805571458412672e-13,1.0805571458412672e-13,1.743925353538059e-13,5.649821166768979e-13,1.0805571458412672e-13,0.19999999999936655,0.19999999993981035,3.816620880012925e-13,0.1999999999793424,7.815142431304719e-13,3.7831348499226947e-13,8.123711394078706e-13,8.560003040217484e-13,7.799993799028019e-13,6.915328039754895e-13,1.237537569984508e-12,1.0805571458412672e-13,1.0805571458412672e-13,0.19999999999232362,2.1482865069697753e-12,1.0805571458412672e-13,9.265734327692389e-13,1.1074879997172725e-12,1.0805571458412672e-13,7.892600625689801e-11,6.275106219969316e-13,1.0805571458412672e-13,1.0805571458412672e-13,1.0805571458412672e-13,1.9992027361954863e-13,8.252728225928653e-13,0.19999999999485726,7.125046806796046e-13,8.713719542101474e-13
2011-01-31,5.740740114339472e-13,5.740740114339472e-13,5.740740114339472e-13,5.740740114339472e-13,9.62466329295923e-13,2.4517629799658105e-12,5.740740114339472e-13,0.19999999999865678,8.273436906038273e-11,1.3773639255484956e-11,2.2194995679581223e-12,1.1683826371309165e-11,0.19999999988631303,0.19999999996917542,4.282608461022017e-12,1.3480435248811984e-11,0.1999999999859337,1.2788996226060823e-12,5.740740114339472e-13,5.740740114339472e-13,3.3155912388319627e-12,8.488029556621848e-12,5.740740114339472e-13,3.2812849782907106e-12,5.468417253278939e-12,5.740740114339472e-13,1.3414774710126593e-11,3.2738825561470264e-12,5.740740114339472e-13,5.740740114339472e-13,5.740740114339472e-13,3.700202490249493e-13,0.19999999997082168,4.800378675463446e-12,3.4304304944226413e-12,3.5001568240799523e-12
2011-02-28,8.181676667512275e-13,8.181676667512275e-13,8.181676667512275e-13,8.181676667512275e-13,4.740872020369984e-12,1.21134524198854e-11,8.181676667512275e-13,0.19999999998671497,1.1474900135220354e-11,6.165967068842232e-12,5.3303676113388584e-12,9.770592359723944e-12,1.4544309572094901e-11,0.19999996307814125,4.304631963111864e-09,6.579227445582597e-12,1.3800563017186544e-11,0.1999999999962633,8.181676667512275e-13,8.181676667512275e-13,3.838802231756164e-12,3.258119260580443e-08,8.181676667512275e-13,9.166730116829104e-12,2.7587498330750674e-11,8.181676667512275e-13,0.19999999995967574,1.0751380480817697e-11,8.181676667512275e-13,8.181676667512275e-13,8.181676667512275e-13,3.964590697100896e-13,0.19999999992686557,6.35052993506542e-12,7.463676875430206e-12,6.621319584261196e-12
2011-03-31,1.3029505217101316e-12,1.3029505217101316e-12,1.3029505217101316e-12,1.3029505217101316e-12,2.633825512825125e-12,3.2046154109497067e-12,1.3029505217101316e-12,0.19999999998916915,0.19999999998891063,7.22093704480867e-12,3.960591930529637e-12,5.5354998889466467e-08,0.199999999988783,0.19999999961389847,1.452621456621668e-11,1.7878818434516535e-11,2.4594653530696977e-11,2.2121629814395146e-10,1.3029505217101316e-12,1.3029505217101316e-12,8.877056401202827e-12,4.97408135074409e-11,1.3029505217101316e-12,3.431439364927865e-12,4.988023294977175e-12,1.3029505217101316e-12,7.562631492767834e-12,2.5157150847558854e-12,1.3029505217101316e-12,1.3029505217101316e-12,1.3029505217101316e-12,9.81148162298417e-13,7.0511771072825355e-12,0.1999999446629532,2.5797850302175098e-12,2.6874325492459476e-12
2011-04-30,1.5154092989520414e-12,1.5154092989520414e-12,1.5154092989520414e-12,1.5154092989520414e-12,1.7598163580999127e-11,4.548402656585064e-12,1.5154092989520414e-12,0.1999999999869005,0.19999999999172272,1.0906379502760494e-11,9.457979862649996e-12,6.648087373923363e-12,0.19999999999058182,0.19999999968968296,3.785233060143524e-11,4.382796475934885e-11,1.7417672324928497e-11,0.19999999998661133,1.5154092989520414e-12,1.5154092989520414e-12,4.227168062367372e-12,5.989971782837812e-12,1.5154092989520414e-12,5.582632676609019e-12,6.304377524873696e-12,1.5154092989520414e-12,5.337137067982848e-12,3.160548788975718e-12,1.5154092989520414e-12,1.5154092989520414e-12,1.5154092989520414e-12,4.408352802807492e-11,8.42744382854212e-11,2.2434663970487464e-11,3.291934329428427e-12,3.372511567542651e-12
2011-05-31,5.0270966326152125e-12,5.0270966326152125e-12,5.0270966326152125e-12,5.0270966326152125e-12,3.339906339800791e-11,2.427117441644009e-11,5.0270966326152125e-12,0.19999999996060236,6.155366392399753e-11,1.4490101526848341e-11,2.992158861755427e-11,0.19999999968221288,0.1999999999106396,1.3316855671098323e-10,2.7619352320635615e-11,0.1999999993305868,5.800222853209677e-10,3.215270927295347e-11,5.0270966326152125e-12,5.0270966326152125e-12,2.5063446693262728e-11,0.19999999960883838,5.0270966326152125e-12,5.4980287020406356e-11,7.658708047546566e-11,5.0270966326152125e-12,1.074238561230515e-10,2.5492487419598515e-11,5.0270966326152125e-12,1.0657591197807448e-12,5.0270966326152125e-12,4.940616914265126e-12,6.064010499180733e-11,1.05688331640357e-10,1.7761761008160108e-11,3.557973309646763e-11
2011-06-30,6.585484782644955e-12,6.585484782644955e-12,6.585484782644955e-12,6.585484782644955e-12,1.0468537100516942e-11,1.5123310446037167e-11,6.585484782644955e-12,0.19999999997315657,0.19999999997270593,7.184654777435206e-12,1.1277505957049228e-10,3.571277498009125e-11,2.594418682951707e-11,2.2563217250377842e-11,1.2104239776328612e-11,6.607520446743024e-10,2.4679581470522562e-11,2.6252548147142827e-10,6.585484782644955e-12,6.585484782644955e-12,2.657214647146461e-11,1.6869625948190068e-10,6.585484782644955e-12,0.19999999869209847,0.19999999980745847,6.585484782644955e-12,3.5621193660957104e-11,1.7964668595405017e-11,6.585484782644955e-12,4.09017074789055e-13,6.585484782644955e-12,2.4791272024561296e-12,2.2401024330937432e-11,0.1999999999727244,1.1243038499453583e-11,3.419646052069834e-11
2011-07-31,9.527335754759439e-12,9.527335754759439e-12,9.527335754759439e-12,9.527335754759439e-12,8.24927964098833e-12,1.2988841832362406e-11,9.527335754759439e-12,0.1999999999702753,3.0191033702752114e-11,8.554428624334177e-12,0.19999999973343724,1.0015577317994073e-11,1.3760283527634859e-11,1.4236123096208392e-11,2.231219655354876e-11,1.3216335607376214e-11,1.1238448249765469e-11,0.1999999999944297,9.527335754759439e-12,9.527335754759439e-12,2.1169475794119483e-11,2.1846912102124492e-10,9.527335754759439e-12,0.19999999946297128,2.7839516044949795e-10,9.527335754759439e-12,3.042003832969966e-11,1.2410583142379981e-11,9.527335754759439e-12,2.7851366480601618e-12,9.527335754759439e-12,3.938286172282666e-12,1.906037867785665e-11,0.1999999999750778,1.0467057268196755e-11,1.7130165579363775e-11
2011-08-31,3.5177584747934145e-12,3.5177584747934145e-12,3.5177584747934145e-12,3.5177584747934145e-12,2.9670035801880916e-12,4.467977837380644e-12,3.5177584747934145e-12,0.19999999999560114,4.880707143602927e-12,3.569172228554292e-12,0.19999999989106287,6.434774350327062e-12,1.8107557725729293e-11,5.969957782238032e-12,4.6512319633167905e-12,5.356151889927117e-12,4.955250051136144e-12,0.19999999999637305,3.5177584747934145e-12,3.5177584747934145e-12,4.741563480379129e-12,8.098194152558018e-12,3.5177584747934145e-12,2.1439078669954303e-11,0.19999999996209072,3.5177584747934145e-12,5.098698943207096e-12,4.14113756761707e-12,3.5177584747934145e-12,1.0426396445197603e-12,3.5177584747934145e-12,1.6431782282518631e-12,5.06599994037645e-12,0.1999999999933734,3.624832360634524e-12,6.548535776489164e-12
2011-09-30,1.1222996874662005e-12,1.1222996874662005e-12,1.1222996874662005e-12,1.1222996874662005e-12,1.227489171525814e-13,3.9525068758007335e-13,1.1222996874662005e-12,0.19999999998953222,3.468969683744561e-13,2.755569398320407e-13,2.024451654538765e-12,1.2961438208611591e-12,0.19999999999885001,3.931727769741613e-13,3.689850485346321e-13,4.552811642729942e-13,4.3773384238470517e-13,0.1999999999992628,1.1222996874662005e-12,1.1222996874662005e-12,3.0586592271876376e-13,4.000081266518195e-13,1.1222996874662005e-12,6.503741436278352e-13,0.19999999999181117,1.1222996874662005e-12,3.4088679233873965e-13,3.276254541315734e-13,1.1222996874662005e-12,7.592005967794095e-15,1.1222996874662005e-12,2.3198543706394527e-14,4.2679342863336767e-13,0.1999999999988808,3.478337824749951e-13,3.713389980525394e-13
2011-10-31,1.931200944076611e-12,1.931200944076611e-12,1.931200944076611e-12,1.931200944076611e-12,9.25756174001735e-13,6.269813480998439e-12,1.931200944076611e-12,0.19999999999145007,3.413022256671013e-12,1.3070550735178584e-12,1.0181401257181753e-11,2.715283501467538e-12,2.7206723253215314e-12,2.272015856845938e-12,4.037290475984578e-12,2.0991550009823344e-12,2.0451519430037362e-12,0.19999999999195667,1.931200944076611e-12,1.931200944076611e-12,0.19999999986716666,2.582658032756959e-11,1.931200944076611e-12,7.177704170589477e-11,0.19999999996218287,1.931200944076611e-12,1.7148489583649787e-11,5.539525366071675e-12,1.931200944076611e-12,0.0,1.931200944076611e-12,9.319389690972882e-13,3.042452687618117e-12,0.19999999999195653,3.872932269605519e-12,7.91849500892215e-12
2011-11-30,8.269549890975834e-13,8.269549890975834e-13,8.269549890975834e-13,8.269549890975834e-13,4.513605681059728e-13,1.9969750004486726e-12,8.269549890975834e-13,0.19999999999489498,1.2041641054463425e-12,5.795162968434376e-13,2.4423437969353524e-12,9.962990086605232e-13,8.94273954335316e-13,8.613418359647851e-13,1.400308329062103e-12,8.254416649266847e-13,8.136081020988818e-13,0.1999999999951021,8.269549890975834e-13,8.269549890975834e-13,0.19999999996774329,1.4590504858843796e-11,8.269549890975834e-13,5.3652311672805336e-11,0.19999999994390158,8.269549890975834e-13,6.297240881312662e-12,1.7825158737176437e-12,8.269549890975834e-13,0.0,8.269549890975834e-13,5.560168546991606e-13,1.0970708527833377e-12,0.1999999999951021,1.3790683155036723e-12,2.33906553906529e-12
2011-12-31,6.886908520549272e-13,6.886908520549272e-13,6.886908520549272e-13,6.886908520549272e-13,4.0703190353420103e-13,1.6095938387534795e-12,6.886908520549272e-13,0.19999999999831106,7.674686428616044e-13,4.924466924882343e-13,1.6804648440978297e-12,7.633095391991045e-13,6.725144251054435e-13,6.537897118820987e-13,1.04003689536824e-12,6.288296868271881e-13,6.22857120796814e-13,0.19999999999907508,6.886908520549272e-13,4.565406585329845e-13,0.19999999999684392,1.3767851133341179e-11,6.886908520549272e-13,2.3548175277906237e-11,0.1999999999423327,6.886908520549272e-13,4.8114571942434855e-12,1.3724188414096004e-12,6.886908520549272e-13,9.287536917736752e-14,6.886908520549272e-13,4.836547729538879e-13,7.99922263694072e-13,0.19999999999907508,1.1331799847930353e-12,1.6710240234925924e-12
2012-01-31,4.339153139616546e-13,4.339153139616546e-13,4.339153139616546e-13,4.339153139616546e-13,3.083947847146147e-13,9.766568856129831e-13,4.339153139616546e-13,0.199999999997112,6.00707911874311e-13,3.288350393563018e-13,9.70675718406383e-13,5.231324472654854e-13,4.2537958420761055e-13,4.530717200724199e-13,6.673495295601509e-13,4.385279803393391e-13,4.263560218856136e-13,0.19999999999872956,4.339153139616546e-13,4.136177265693184e-13,0.19999999998746482,6.3340731365187934e-12,4.339153139616546e-13,2.2682639832775004e-11,0.1999999999721951,4.339153139616546e-13,2.317469335269895e-12,8.850289872331046e-13,4.339153139616546e-13,0.0,4.339153139616546e-13,2.8200564967285516e-13,5.511252039058863e-13,0.19999999999872956,7.315562148241583e-13,1.1133660580736932e-12
2012-02-29,3.329984269969313e-13,3.329984269969313e-13,3.329984269969313e-13,3.329984269969313e-13,2.862986515397105e-13,8.661329896261337e-13,3.329984269969313e-13,0.19999999999860862,5.425519079801035e-13,2.5615496500370574e-13,9.271929798901045e-13,4.3776473983592307e-13,3.233149932087305e-13,3.837042761714273e-13,5.818227421465342e-13,3.651521306419968e-13,3.526333542327089e-13,0.19999999999889717,3.329984269969313e-13,4.227850934337052e-13,0.199999999991219,3.6216360954664877e-12,3.329984269969313e-13,6.37396025344903e-12,0.1999999999880513,3.329984269969313e-13,1.9971439842822727e-12,7.905876646290602e-13,3.329984269969313e-13,0.0,3.329984269969313e-13,2.842948136757268e-13,4.741501571976446e-13,0.19999999999889717,6.233597217594259e-13,1.0860809748900093e-12
2012-03-31,1.0577349714447913e-13,1.0577349714447913e-13,1.0577349714447913e-13,1.0577349714447913e-13,1.5028104566177122e-13,3.479693884897659e-13,1.0577349714447913e-13,0.19999999999933935,2.0117427845940393e-13,6.846446209767572e-14,3.9638784891306893e-13,1.5478428298061658e-13,8.572161499538725e-14,1.2741044599111116e-13,2.0703088836759045e-13,1.1994571474056205e-13,1.1151042327773826e-13,0.1999999999995019,1.0577349714447913e-13,1.6365650987909942e-13,0.1999999999978954,1.7019923518065116e-12,1.0577349714447913e-13,9.133890535247098e-13,0.19999999999576562,1.0577349714447913e-13,8.769589884761606e-13,3.1221903109264843e-13,1.0577349714447913e-13,0.0,1.0577349714447913e-13,1.3576792398219013e-13,1.666419388276855e-13,0.1999999999995019,2.3508814916864865e-13,4.617855550510442e-13
2012-04-30,1.254524126986139e-13,1.254524126986139e-13,1.254524126986139e-13,1.254524126986139e-13,1.5730415687953402e-13,3.0947413368383583e-13,1.254524126986139e-13,0.1999999999994277,1.9410861713945337e-13,8.57966224967791e-14,3.3415091829471035e-13,1.565840433483681e-13,9.075137897896005e-14,1.323278562425689e-13,2.1066704382576764e-13,1.2739873312833698e-13,1.1894916288810998e-13,0.19999999999969992,1.254524126986139e-13,1.445103512440509e-13,0.19999999999221213,1.4033766617230804e-12,1.254524126986139e-13,5.507731258800297e-12,0.19999999999690193,1.254524126986139e-13,6.499786371784731e-13,2.8710280906843105e-13,1.254524126986139e-13,4.069558836821078e-16,1.254524126986139e-13,1.1412532034335727e-13,1.6941514119005606e-13,0.19999999999969992,2.323416546927213e-13,3.77389278917972e-13
2012-05-31,3.818466455927565e-14,3.818466455927565e-14,3.818466455927565e-14,3.818466455927565e-14,4.309519496441859e-14,2.2211233365738183e-13,3.818466455927565e-14,0.19999999999467438,8.430588088221144e-14,0.0,2.0685710465917483e-13,4.800246340057501e-14,0.0,2.3958224136929962e-14,1.067585450976528e-13,1.3082458792515416e-14,1.891241327437888e-15,0.19999999999742826,3.818466455927565e-14,1.5887530789752815e-14,0.19999999999712584,2.567851707030305e-12,3.818466455927565e-14,1.5442847924564495e-11,0.19999999999253307,3.818466455927565e-14,9.504139513667502e-13,2.005239085220759e-13,0.0,0.0,3.818466455927565e-14,0.0,6.038391439522943e-14,0.19999999999742826,1.4688416134866312e-13,3.316179270593663e-13
2012-06-30,0.0,0.0,0.0,0.0,0.0,2.1609467181071317e-13,0.0,0.19999999999672827,2.956850935328463e-14,0.0,2.3197050620373666e-13,1.2710691349639766e-14,0.0,0.0,5.76891674151958e-14,0.0,0.0,0.19999999999721438,0.0,0.0,0.19999999999634277,2.0711706981438216e-12,0.0,1.3568686432018703e-11,0.1999999999943402,0.0,1.3137190581402546e-12,1.6822361115546212e-13,0.0,0.0,0.0,0.0,2.036085396592553e-14,0.19999999999721438,9.127020449371016e-14,3.786974275286272e-13
