Date,Universe,Ticker,Alpha
2011-05-31,A,ONEQ,100.0
2011-05-31,A,QQQ,100.0
2011-05-31,A,RSP,100.0
2011-05-31,A,SPY,100.0
2011-05-31,A,VNQ,100.0
2011-05-31,A,VTV,100.0
2011-05-31,A,VUG,100.0
2011-06-30,A,DIA,100.0
2011-06-30,A,IJR,100.0
2011-06-30,A,MDY,100.0
2011-06-30,A,ONEQ,100.0
2011-06-30,A,QQQ,100.0
2011-06-30,A,RSP,100.0
2011-06-30,A,SPY,100.0
2011-06-30,A,VNQ,100.0
2011-06-30,A,VTV,100.0
2011-06-30,A,VUG,100.0
2011-07-31,A,DIA,100.0
2011-07-31,A,IJR,100.0
2011-07-31,A,MDY,100.0
2011-07-31,A,ONEQ,100.0
2011-07-31,A,QQQ,100.0
2011-07-31,A,RSP,100.0
2011-07-31,A,SPY,100.0
2011-07-31,A,VNQ,100.0
2011-07-31,A,VTV,100.0
2011-07-31,A,VUG,100.0
2011-08-31,A,DIA,100.0
2011-08-31,A,IJR,100.0
2011-08-31,A,MDY,100.0
2011-08-31,A,ONEQ,100.0
2011-08-31,A,QQQ,100.0
2011-08-31,A,RSP,100.0
2011-08-31,A,SPY,100.0
2011-08-31,A,VNQ,100.0
2011-08-31,A,VTV,100.0
2011-08-31,A,VUG,100.0
2011-09-30,A,DIA,100.0
2011-09-30,A,IJR,100.0
2011-09-30,A,MDY,100.0
2011-09-30,A,ONEQ,100.0
2011-09-30,A,QQQ,100.0
2011-09-30,A,RSP,100.0
2011-09-30,A,SPY,100.0
2011-09-30,A,VNQ,100.0
2011-09-30,A,VTV,100.0
2011-09-30,A,VUG,100.0
2011-10-31,A,DIA,100.0
2011-10-31,A,IJR,100.0
2011-10-31,A,MDY,100.0
2011-10-31,A,ONEQ,100.0
2011-10-31,A,QQQ,100.0
2011-10-31,A,RSP,100.0
2011-10-31,A,SPY,100.0
2011-10-31,A,VNQ,100.0
2011-10-31,A,VTV,100.0
2011-10-31,A,VUG,100.0
2011-11-30,A,DIA,100.0
2011-11-30,A,IJR,100.0
2011-11-30,A,MDY,100.0
2011-11-30,A,ONEQ,100.0
2011-11-30,A,QQQ,100.0
2011-11-30,A,RSP,100.0
2011-11-30,A,SPY,100.0
2011-11-30,A,VNQ,100.0
2011-11-30,A,VTV,100.0
2011-11-30,A,VUG,100.0
2011-12-31,A,DIA,100.0
2011-12-31,A,IJR,100.0
2011-12-31,A,MDY,100.0
2011-12-31,A,ONEQ,100.0
2011-12-31,A,QQQ,100.0
2011-12-31,A,RSP,100.0
2011-12-31,A,SPY,100.0
2011-12-31,A,VNQ,100.0
2011-12-31,A,VTV,100.0
2011-12-31,A,VUG,100.0
2012-01-31,A,DIA,100.0
2012-01-31,A,IJR,100.0
2012-01-31,A,MDY,100.0
2012-01-31,A,ONEQ,100.0
2012-01-31,A,QQQ,100.0
2012-01-31,A,RSP,100.0
2012-01-31,A,SPY,100.0
2012-01-31,A,VNQ,100.0
2012-01-31,A,VTV,100.0
2012-01-31,A,VUG,100.0
2012-02-29,A,DIA,100.0
2012-02-29,A,IJR,100.0
2012-02-29,A,MDY,100.0
2012-02-29,A,ONEQ,100.0
2012-02-29,A,QQQ,100.0
2012-02-29,A,RSP,100.0
2012-02-29,A,SPY,100.0
2012-02-29,A,VNQ,100.0
2012-02-29,A,VTV,100.0
2012-02-29,A,VUG,100.0
2012-03-31,A,DIA,100.0
2012-03-31,A,IJR,100.0
2012-03-31,A,MDY,100.0
2012-03-31,A,ONEQ,100.0
2012-03-31,A,QQQ,100.0
2012-03-31,A,RSP,100.0
2012-03-31,A,SPY,100.0
2012-03-31,A,VNQ,100.0
2012-03-31,A,VTV,100.0
2012-03-31,A,VUG,100.0
2012-04-30,A,DIA,100.0
2012-04-30,A,IJR,100.0
2012-04-30,A,MDY,100.0
2012-04-30,A,ONEQ,100.0
2012-04-30,A,QQQ,100.0
2012-04-30,A,RSP,100.0
2012-04-30,A,SPY,100.0
2012-04-30,A,VNQ,100.0
2012-04-30,A,VTV,100.0
2012-04-30,A,VUG,100.0
2012-05-31,A,DIA,100.0
2012-05-31,A,IJR,100.0
2012-05-31,A,MDY,100.0
2012-05-31,A,ONEQ,100.0
2012-05-31,A,QQQ,100.0
2012-05-31,A,RSP,100.0
2012-05-31,A,SPY,100.0
2012-05-31,A,VNQ,100.0
2012-05-31,A,VTV,100.0
2012-05-31,A,VUG,100.0
2012-06-30,A,DIA,100.0
2012-06-30,A,IJR,100.0
2012-06-30,A,MDY,100.0
2012-06-30,A,ONEQ,100.0
2012-06-30,A,QQQ,100.0
2012-06-30,A,RSP,100.0
2012-06-30,A,SPY,100.0
2012-06-30,A,VNQ,100.0
2012-06-30,A,VTV,100.0
2012-06-30,A,VUG,100.0
2012-07-31,A,DIA,100.0
2012-07-31,A,IJR,100.0
2012-07-31,A,MDY,100.0
2012-07-31,A,ONEQ,100.0
2012-07-31,A,QQQ,100.0
2012-07-31,A,RSP,100.0
2012-07-31,A,SPY,100.0
2012-07-31,A,VNQ,100.0
2012-07-31,A,VTV,100.0
2012-07-31,A,VUG,100.0
2012-08-31,A,DIA,100.0
2012-08-31,A,IJR,100.0
2012-08-31,A,MDY,100.0
2012-08-31,A,ONEQ,100.0
2012-08-31,A,QQQ,100.0
2012-08-31,A,RSP,100.0
2012-08-31,A,SPY,100.0
2012-08-31,A,VNQ,100.0
2012-08-31,A,VTV,100.0
2012-08-31,A,VUG,100.0
2012-09-30,A,DIA,100.0
2012-09-30,A,IJR,100.0
2012-09-30,A,MDY,100.0
2012-09-30,A,ONEQ,100.0
2012-09-30,A,QQQ,100.0
2012-09-30,A,RSP,100.0
2012-09-30,A,SPY,100.0
2012-09-30,A,VNQ,100.0
2012-09-30,A,VTV,100.0
2012-09-30,A,VUG,100.0
2012-10-31,A,DIA,100.0
2012-10-31,A,IJR,100.0
2012-10-31,A,MDY,100.0
2012-10-31,A,ONEQ,100.0
2012-10-31,A,QQQ,100.0
2012-10-31,A,RSP,100.0
2012-10-31,A,SPY,100.0
2012-10-31,A,VNQ,100.0
2012-10-31,A,VTV,100.0
2012-10-31,A,VUG,100.0
2012-11-30,A,DIA,100.0
2012-11-30,A,IJR,100.0
2012-11-30,A,MDY,100.0
2012-11-30,A,ONEQ,100.0
2012-11-30,A,QQQ,100.0
2012-11-30,A,RSP,100.0
2012-11-30,A,SPY,100.0
2012-11-30,A,VNQ,100.0
2012-11-30,A,VTV,100.0
2012-11-30,A,VUG,100.0
2012-12-31,A,DIA,100.0
2012-12-31,A,IJR,100.0
2012-12-31,A,MDY,100.0
2012-12-31,A,ONEQ,100.0
2012-12-31,A,QQQ,100.0
2012-12-31,A,RSP,100.0
2012-12-31,A,SPY,100.0
2012-12-31,A,VNQ,100.0
2012-12-31,A,VTV,100.0
2012-12-31,A,VUG,100.0
2013-01-31,A,DIA,100.0
2013-01-31,A,IJR,100.0
2013-01-31,A,MDY,100.0
2013-01-31,A,ONEQ,100.0
2013-01-31,A,QQQ,100.0
2013-01-31,A,RSP,100.0
2013-01-31,A,SPY,100.0
2013-01-31,A,VNQ,100.0
2013-01-31,A,VTV,100.0
2013-01-31,A,VUG,100.0
2013-02-28,A,DIA,100.0
2013-02-28,A,IJR,100.0
2013-02-28,A,MDY,100.0
2013-02-28,A,ONEQ,100.0
2013-02-28,A,QQQ,100.0
2013-02-28,A,RSP,100.0
2013-02-28,A,SPY,100.0
2013-02-28,A,VNQ,100.0
2013-02-28,A,VTV,100.0
2013-02-28,A,VUG,100.0
2013-03-31,A,DIA,100.0
2013-03-31,A,IJR,100.0
2013-03-31,A,MDY,100.0
2013-03-31,A,ONEQ,100.0
2013-03-31,A,QQQ,100.0
2013-03-31,A,RSP,100.0
2013-03-31,A,SPY,100.0
2013-03-31,A,VNQ,100.0
2013-03-31,A,VTV,100.0
2013-03-31,A,VUG,100.0
2013-04-30,A,DIA,100.0
2013-04-30,A,IJR,100.0
2013-04-30,A,MDY,100.0
2013-04-30,A,ONEQ,100.0
2013-04-30,A,QQQ,100.0
2013-04-30,A,RSP,100.0
2013-04-30,A,SPY,100.0
2013-04-30,A,VNQ,100.0
2013-04-30,A,VTV,100.0
2013-04-30,A,VUG,100.0
2013-05-31,A,DIA,100.0
2013-05-31,A,IJR,100.0
2013-05-31,A,MDY,100.0
2013-05-31,A,ONEQ,100.0
2013-05-31,A,QQQ,100.0
2013-05-31,A,RSP,100.0
2013-05-31,A,SPY,100.0
2013-05-31,A,VNQ,100.0
2013-05-31,A,VTV,100.0
2013-05-31,A,VUG,100.0
2013-06-30,A,DIA,100.0
2013-06-30,A,IJR,100.0
2013-06-30,A,MDY,100.0
2013-06-30,A,ONEQ,100.0
2013-06-30,A,QQQ,100.0
2013-06-30,A,RSP,100.0
2013-06-30,A,SPY,100.0
2013-06-30,A,VNQ,100.0
2013-06-30,A,VTV,100.0
2013-06-30,A,VUG,100.0
2013-07-31,A,DIA,100.0
2013-07-31,A,IJR,100.0
2013-07-31,A,MDY,100.0
2013-07-31,A,ONEQ,100.0
2013-07-31,A,QQQ,100.0
2013-07-31,A,RSP,100.0
2013-07-31,A,SPY,100.0
2013-07-31,A,VNQ,100.0
2013-07-31,A,VTV,100.0
2013-07-31,A,VUG,100.0
2013-08-31,A,DIA,100.0
2013-08-31,A,IJR,100.0
2013-08-31,A,MDY,100.0
2013-08-31,A,ONEQ,100.0
2013-08-31,A,QQQ,100.0
2013-08-31,A,RSP,100.0
2013-08-31,A,SPY,100.0
2013-08-31,A,VNQ,100.0
2013-08-31,A,VTV,100.0
2013-08-31,A,VUG,100.0
2013-09-30,A,DIA,100.0
2013-09-30,A,IJR,100.0
2013-09-30,A,MDY,100.0
2013-09-30,A,ONEQ,100.0
2013-09-30,A,QQQ,100.0
2013-09-30,A,RSP,100.0
2013-09-30,A,SPY,100.0
2013-09-30,A,VNQ,100.0
2013-09-30,A,VTV,100.0
2013-09-30,A,VUG,100.0
2013-10-31,A,DIA,100.0
2013-10-31,A,IJR,100.0
2013-10-31,A,MDY,100.0
2013-10-31,A,ONEQ,100.0
2013-10-31,A,QQQ,100.0
2013-10-31,A,RSP,100.0
2013-10-31,A,SPY,100.0
2013-10-31,A,VNQ,100.0
2013-10-31,A,VTV,100.0
2013-10-31,A,VUG,100.0
2013-11-30,A,DIA,100.0
2013-11-30,A,IJR,100.0
2013-11-30,A,MDY,100.0
2013-11-30,A,ONEQ,100.0
2013-11-30,A,QQQ,100.0
2013-11-30,A,RSP,100.0
2013-11-30,A,SPY,100.0
2013-11-30,A,VNQ,100.0
2013-11-30,A,VTV,100.0
2013-11-30,A,VUG,100.0
2013-12-31,A,DIA,100.0
2013-12-31,A,IJR,100.0
2013-12-31,A,MDY,100.0
2013-12-31,A,ONEQ,100.0
2013-12-31,A,QQQ,100.0
2013-12-31,A,RSP,100.0
2013-12-31,A,SPY,100.0
2013-12-31,A,VNQ,100.0
2013-12-31,A,VTV,100.0
2013-12-31,A,VUG,100.0
2014-01-31,A,DIA,100.0
2014-01-31,A,IJR,100.0
2014-01-31,A,MDY,100.0
2014-01-31,A,ONEQ,100.0
2014-01-31,A,QQQ,100.0
2014-01-31,A,RSP,100.0
2014-01-31,A,SPY,100.0
2014-01-31,A,VNQ,100.0
2014-01-31,A,VTV,100.0
2014-01-31,A,VUG,100.0
2014-02-28,A,DIA,100.0
2014-02-28,A,IJR,100.0
2014-02-28,A,MDY,100.0
2014-02-28,A,ONEQ,100.0
2014-02-28,A,QQQ,100.0
2014-02-28,A,RSP,100.0
2014-02-28,A,SPY,100.0
2014-02-28,A,VNQ,100.0
2014-02-28,A,VTV,100.0
2014-02-28,A,VUG,100.0
2014-03-31,A,DIA,100.0
2014-03-31,A,IJR,100.0
2014-03-31,A,MDY,100.0
2014-03-31,A,ONEQ,100.0
2014-03-31,A,QQQ,100.0
2014-03-31,A,RSP,100.0
2014-03-31,A,SPY,100.0
2014-03-31,A,VNQ,100.0
2014-03-31,A,VTV,100.0
2014-03-31,A,VUG,100.0
2014-04-30,A,DIA,100.0
2014-04-30,A,IJR,100.0
2014-04-30,A,MDY,100.0
2014-04-30,A,ONEQ,100.0
2014-04-30,A,QQQ,100.0
2014-04-30,A,RSP,100.0
2014-04-30,A,SPY,100.0
2014-04-30,A,VNQ,100.0
2014-04-30,A,VTV,100.0
2014-04-30,A,VUG,100.0
2014-05-31,A,DIA,100.0
2014-05-31,A,IJR,100.0
2014-05-31,A,MDY,100.0
2014-05-31,A,ONEQ,100.0
2014-05-31,A,QQQ,100.0
2014-05-31,A,RSP,100.0
2014-05-31,A,SPY,100.0
2014-05-31,A,VNQ,100.0
2014-05-31,A,VTV,100.0
2014-05-31,A,VUG,100.0
2014-06-30,A,DIA,100.0
2014-06-30,A,IJR,100.0
2014-06-30,A,MDY,100.0
2014-06-30,A,ONEQ,100.0
2014-06-30,A,QQQ,100.0
2014-06-30,A,RSP,100.0
2014-06-30,A,SPY,100.0
2014-06-30,A,VNQ,100.0
2014-06-30,A,VTV,100.0
2014-06-30,A,VUG,100.0
2014-07-31,A,DIA,100.0
2014-07-31,A,IJR,100.0
2014-07-31,A,MDY,100.0
2014-07-31,A,ONEQ,100.0
2014-07-31,A,QQQ,100.0
2014-07-31,A,RSP,100.0
2014-07-31,A,SPY,100.0
2014-07-31,A,VNQ,100.0
2014-07-31,A,VTV,100.0
2014-07-31,A,VUG,100.0
2014-08-31,A,DIA,100.0
2014-08-31,A,IJR,100.0
2014-08-31,A,MDY,100.0
2014-08-31,A,ONEQ,100.0
2014-08-31,A,QQQ,100.0
2014-08-31,A,RSP,100.0
2014-08-31,A,SPY,100.0
2014-08-31,A,VNQ,100.0
2014-08-31,A,VTV,100.0
2014-08-31,A,VUG,100.0
2014-09-30,A,DIA,100.0
2014-09-30,A,IJR,100.0
2014-09-30,A,MDY,100.0
2014-09-30,A,ONEQ,100.0
2014-09-30,A,QQQ,100.0
2014-09-30,A,RSP,100.0
2014-09-30,A,SPY,100.0
2014-09-30,A,VNQ,100.0
2014-09-30,A,VTV,100.0
2014-09-30,A,VUG,100.0
2014-10-31,A,DIA,100.0
2014-10-31,A,IJR,100.0
2014-10-31,A,MDY,100.0
2014-10-31,A,ONEQ,100.0
2014-10-31,A,QQQ,100.0
2014-10-31,A,RSP,100.0
2014-10-31,A,SPY,100.0
2014-10-31,A,VNQ,100.0
2014-10-31,A,VTV,100.0
2014-10-31,A,VUG,100.0
2014-11-30,A,DIA,100.0
2014-11-30,A,IJR,100.0
2014-11-30,A,MDY,100.0
2014-11-30,A,ONEQ,100.0
2014-11-30,A,QQQ,100.0
2014-11-30,A,RSP,100.0
2014-11-30,A,SPY,100.0
2014-11-30,A,VNQ,100.0
2014-11-30,A,VTV,100.0
2014-11-30,A,VUG,100.0
2014-12-31,A,DIA,100.0
2014-12-31,A,IJR,100.0
2014-12-31,A,MDY,100.0
2014-12-31,A,ONEQ,100.0
2014-12-31,A,QQQ,100.0
2014-12-31,A,RSP,100.0
2014-12-31,A,SPY,100.0
2014-12-31,A,VNQ,100.0
2014-12-31,A,VTV,100.0
2014-12-31,A,VUG,100.0
2015-01-31,A,DIA,100.0
2015-01-31,A,IJR,100.0
2015-01-31,A,MDY,100.0
2015-01-31,A,ONEQ,100.0
2015-01-31,A,QQQ,100.0
2015-01-31,A,RSP,100.0
2015-01-31,A,SPY,100.0
2015-01-31,A,VNQ,100.0
2015-01-31,A,VTV,100.0
2015-01-31,A,VUG,100.0
2015-02-28,A,DIA,100.0
2015-02-28,A,IJR,100.0
2015-02-28,A,MDY,100.0
2015-02-28,A,ONEQ,100.0
2015-02-28,A,QQQ,100.0
2015-02-28,A,RSP,100.0
2015-02-28,A,SPY,100.0
2015-02-28,A,VNQ,100.0
2015-02-28,A,VTV,100.0
2015-02-28,A,VUG,100.0
2015-03-31,A,DIA,100.0
2015-03-31,A,IJR,100.0
2015-03-31,A,MDY,100.0
2015-03-31,A,ONEQ,100.0
2015-03-31,A,QQQ,100.0
2015-03-31,A,RSP,100.0
2015-03-31,A,SPY,100.0
2015-03-31,A,VNQ,100.0
2015-03-31,A,VTV,100.0
2015-03-31,A,VUG,100.0
2015-04-30,A,DIA,100.0
2015-04-30,A,IJR,100.0
2015-04-30,A,MDY,100.0
2015-04-30,A,ONEQ,100.0
2015-04-30,A,QQQ,100.0
2015-04-30,A,RSP,100.0
2015-04-30,A,SPY,100.0
2015-04-30,A,VNQ,100.0
2015-04-30,A,VTV,100.0
2015-04-30,A,VUG,100.0
2015-05-31,A,DIA,100.0
2015-05-31,A,IJR,100.0
2015-05-31,A,MDY,100.0
2015-05-31,A,ONEQ,100.0
2015-05-31,A,QQQ,100.0
2015-05-31,A,RSP,100.0
2015-05-31,A,SPY,100.0
2015-05-31,A,VNQ,100.0
2015-05-31,A,VTV,100.0
2015-05-31,A,VUG,100.0
2015-06-30,A,DIA,100.0
2015-06-30,A,IJR,100.0
2015-06-30,A,MDY,100.0
2015-06-30,A,ONEQ,100.0
2015-06-30,A,QQQ,100.0
2015-06-30,A,RSP,100.0
2015-06-30,A,SPY,100.0
2015-06-30,A,VNQ,100.0
2015-06-30,A,VTV,100.0
2015-06-30,A,VUG,100.0
2015-07-31,A,DIA,100.0
2015-07-31,A,IJR,100.0
2015-07-31,A,MDY,100.0
2015-07-31,A,ONEQ,100.0
2015-07-31,A,QQQ,100.0
2015-07-31,A,RSP,100.0
2015-07-31,A,SPY,100.0
2015-07-31,A,VNQ,100.0
2015-07-31,A,VTV,100.0
2015-07-31,A,VUG,100.0
2015-08-31,A,DIA,100.0
2015-08-31,A,IJR,100.0
2015-08-31,A,MDY,100.0
2015-08-31,A,ONEQ,100.0
2015-08-31,A,QQQ,100.0
2015-08-31,A,RSP,100.0
2015-08-31,A,SPY,100.0
2015-08-31,A,VNQ,100.0
2015-08-31,A,VTV,100.0
2015-08-31,A,VUG,100.0
2015-09-30,A,DIA,100.0
2015-09-30,A,IJR,100.0
2015-09-30,A,MDY,100.0
2015-09-30,A,ONEQ,100.0
2015-09-30,A,QQQ,100.0
2015-09-30,A,RSP,100.0
2015-09-30,A,SPY,100.0
2015-09-30,A,VNQ,100.0
2015-09-30,A,VTV,100.0
2015-09-30,A,VUG,100.0
2015-10-31,A,DIA,100.0
2015-10-31,A,IJR,100.0
2015-10-31,A,MDY,100.0
2015-10-31,A,ONEQ,100.0
2015-10-31,A,QQQ,100.0
2015-10-31,A,RSP,100.0
2015-10-31,A,SPY,100.0
2015-10-31,A,VNQ,100.0
2015-10-31,A,VTV,100.0
2015-10-31,A,VUG,100.0
2015-11-30,A,DIA,100.0
2015-11-30,A,IJR,100.0
2015-11-30,A,MDY,100.0
2015-11-30,A,ONEQ,100.0
2015-11-30,A,QQQ,100.0
2015-11-30,A,RSP,100.0
2015-11-30,A,SPY,100.0
2015-11-30,A,USMV,100.0
2015-11-30,A,VNQ,100.0
2015-11-30,A,VTV,100.0
2015-11-30,A,VUG,100.0
2015-12-31,A,DIA,100.0
2015-12-31,A,IJR,100.0
2015-12-31,A,MDY,100.0
2015-12-31,A,ONEQ,100.0
2015-12-31,A,QQQ,100.0
2015-12-31,A,RSP,100.0
2015-12-31,A,SPY,100.0
2015-12-31,A,USMV,100.0
2015-12-31,A,VNQ,100.0
2015-12-31,A,VTV,100.0
2015-12-31,A,VUG,100.0
2016-01-31,A,DIA,100.0
2016-01-31,A,IJR,100.0
2016-01-31,A,MDY,100.0
2016-01-31,A,ONEQ,100.0
2016-01-31,A,QQQ,100.0
2016-01-31,A,RSP,100.0
2016-01-31,A,SPY,100.0
2016-01-31,A,USMV,100.0
2016-01-31,A,VNQ,100.0
2016-01-31,A,VTV,100.0
2016-01-31,A,VUG,100.0
2016-02-29,A,DIA,100.0
2016-02-29,A,IJR,100.0
2016-02-29,A,MDY,100.0
2016-02-29,A,ONEQ,100.0
2016-02-29,A,QQQ,100.0
2016-02-29,A,RSP,100.0
2016-02-29,A,SPY,100.0
2016-02-29,A,USMV,100.0
2016-02-29,A,VNQ,100.0
2016-02-29,A,VTV,100.0
2016-02-29,A,VUG,100.0
2016-03-31,A,DIA,100.0
2016-03-31,A,IJR,100.0
2016-03-31,A,MDY,100.0
2016-03-31,A,ONEQ,100.0
2016-03-31,A,QQQ,100.0
2016-03-31,A,RSP,100.0
2016-03-31,A,SPY,100.0
2016-03-31,A,USMV,100.0
2016-03-31,A,VNQ,100.0
2016-03-31,A,VTV,100.0
2016-03-31,A,VUG,100.0
2016-04-30,A,DIA,100.0
2016-04-30,A,IJR,100.0
2016-04-30,A,MDY,100.0
2016-04-30,A,ONEQ,100.0
2016-04-30,A,QQQ,100.0
2016-04-30,A,RSP,100.0
2016-04-30,A,SPY,100.0
2016-04-30,A,USMV,100.0
2016-04-30,A,VNQ,100.0
2016-04-30,A,VTV,100.0
