Date,Universe,Model,Ticker,Weight
2022-06-30,A,Ridge,DIA,5.352168642866769e-11
2022-07-31,A,Ridge,DIA,9.19402631222245e-12
2022-08-31,A,Ridge,DIA,3.5609012119481225e-12
2022-09-30,A,Ridge,DIA,0.19999999938936755
2022-10-31,A,Ridge,DIA,3.192351012555957e-10
2022-11-30,A,Ridge,DIA,5.991530347386907e-11
2022-12-31,A,Ridge,DIA,0.1999999994055806
2023-01-31,A,Ridge,DIA,1.1028939582510946e-10
2023-02-28,A,Ridge,DIA,9.322850229706555e-11
2023-03-31,A,Ridge,DIA,0.19999999994864373
2023-04-30,A,Ridge,DIA,2.22054323355061e-11
2023-05-31,A,Ridge,DIA,1.9503686138714044e-12
2023-06-30,A,Ridge,DIA,2.1679689326219307e-11
2023-07-31,A,Ridge,DIA,4.3411208274491654e-11
2023-08-31,A,Ridge,DIA,2.8979100327647947e-11
2023-09-30,A,Ridge,DIA,3.1081653895006316e-11
2023-10-31,A,Ridge,DIA,2.3278176360379817e-08
2023-11-30,A,Ridge,DIA,1.3313244242555353e-09
2023-12-31,A,Ridge,DIA,1.281078131220557e-10
2024-01-31,A,Ridge,DIA,6.6026563950825555e-12
2024-02-29,A,Ridge,DIA,8.65158419412056e-12
2024-03-31,A,Ridge,DIA,1.8446115972166108e-11
2024-04-30,A,Ridge,DIA,6.823599392480065e-11
2024-05-31,A,Ridge,DIA,1.952126855205351e-10
2024-06-30,A,Ridge,DIA,5.103820918054551e-10
2024-07-31,A,Ridge,DIA,2.8030981317619264e-11
2024-08-31,A,Ridge,DIA,2.9812357957188153e-10
2024-09-30,A,Ridge,DIA,5.166378888166671e-11
2024-10-31,A,Ridge,DIA,2.93720692042364e-11
2024-11-30,A,Ridge,DIA,0.19999999958640854
2024-12-31,A,Ridge,DIA,2.1132451797315642e-10
2025-01-31,A,Ridge,DIA,3.9471368757771036e-11
2025-02-28,A,Ridge,DIA,1.4416469925957323e-11
2025-03-31,A,Ridge,DIA,0.1999999996850137
2025-04-30,A,Ridge,DIA,0.1999999782356851
2025-05-31,A,Ridge,DIA,0.19999997724786436
2025-06-30,A,Ridge,DIA,0.19999995427901696
2025-07-31,A,Ridge,DIA,0.19999984412824515
2025-08-31,A,Ridge,DIA,1.2425323275202804e-10
2025-09-30,A,Ridge,DIA,3.355215933167997e-11
2008-10-31,A,Ridge,IJR,
2008-11-30,A,Ridge,IJR,
2008-12-31,A,Ridge,IJR,
2009-01-31,A,Ridge,IJR,
2009-02-28,A,Ridge,IJR,
2009-03-31,A,Ridge,IJR,
2009-04-30,A,Ridge,IJR,
2009-05-31,A,Ridge,IJR,
2009-06-30,A,Ridge,IJR,
2009-07-31,A,Ridge,IJR,
2009-08-31,A,Ridge,IJR,
2009-09-30,A,Ridge,IJR,
2009-10-31,A,Ridge,IJR,1.4116949371857208e-09
2009-11-30,A,Ridge,IJR,2.1636011718188345e-11
2009-12-31,A,Ridge,IJR,0.1999999999578526
2010-01-31,A,Ridge,IJR,0.19999999996018916
2010-02-28,A,Ridge,IJR,0.19999999989100894
2010-03-31,A,Ridge,IJR,0.1999999999575267
2010-04-30,A,Ridge,IJR,0.1999999999794287
2010-05-31,A,Ridge,IJR,0.19999999993909287
2010-06-30,A,Ridge,IJR,2.7624720980480094e-11
2010-07-31,A,Ridge,IJR,3.475234705915732e-11
2010-08-31,A,Ridge,IJR,1.445138204704222e-11
2010-09-30,A,Ridge,IJR,0.1999999998119602
2010-10-31,A,Ridge,IJR,0.19999999990682624
2010-11-30,A,Ridge,IJR,0.19999999997383214
2010-12-31,A,Ridge,IJR,0.19999999997007636
2011-01-31,A,Ridge,IJR,0.19999999999543522
2011-02-28,A,Ridge,IJR,0.19999999996693765
2011-03-31,A,Ridge,IJR,0.19999999920782943
2011-04-30,A,Ridge,IJR,6.74071091708985e-11
2011-05-31,A,Ridge,IJR,1.0353190499872592e-11
2011-06-30,A,Ridge,IJR,5.20089057204126e-12
2011-07-31,A,Ridge,IJR,4.9573100577816956e-12
2011-08-31,A,Ridge,IJR,6.669682886551657e-11
2011-09-30,A,Ridge,IJR,1.990157013130066e-11
2011-10-31,A,Ridge,IJR,1.2395233403077553e-10
2011-11-30,A,Ridge,IJR,1.807223380641188e-11
2011-12-31,A,Ridge,IJR,1.0234719639876511e-08
2012-01-31,A,Ridge,IJR,1.9090568419644478e-10
2012-02-29,A,Ridge,IJR,0.19999999996203605
2012-03-31,A,Ridge,IJR,0.19999999994247508
2012-04-30,A,Ridge,IJR,0.19999999999744755
2012-05-31,A,Ridge,IJR,5.1679051333111104e-11
2012-06-30,A,Ridge,IJR,5.144855738570035e-11
2012-07-31,A,Ridge,IJR,3.3384528606352756e-11
2012-08-31,A,Ridge,IJR,0.19999997764796976
2012-09-30,A,Ridge,IJR,0.19999999986620084
2012-10-31,A,Ridge,IJR,5.223327299151398e-11
2012-11-30,A,Ridge,IJR,9.929326666904693e-11
2012-12-31,A,Ridge,IJR,0.19999999997463597
2013-01-31,A,Ridge,IJR,2.7242062899078485e-11
2013-02-28,A,Ridge,IJR,0.1999999999987655
2013-03-31,A,Ridge,IJR,0.19999999989817624
2013-04-30,A,Ridge,IJR,0.19999999998963897
2013-05-31,A,Ridge,IJR,2.394526281027829e-11
2013-06-30,A,Ridge,IJR,4.468949773447655e-12
2013-07-31,A,Ridge,IJR,2.254528560266529e-12
2013-08-31,A,Ridge,IJR,0.19999999999677168
2013-09-30,A,Ridge,IJR,0.19999999999693782
2013-10-31,A,Ridge,IJR,0.19999999999656895
2013-11-30,A,Ridge,IJR,0.1999999999369545
2013-12-31,A,Ridge,IJR,0.19999999999453583
2014-01-31,A,Ridge,IJR,0.19999999996916357
2014-02-28,A,Ridge,IJR,0.1999999999982767
2014-03-31,A,Ridge,IJR,9.092508786366167e-13
2014-04-30,A,Ridge,IJR,2.708988130230727e-10
2014-05-31,A,Ridge,IJR,0.1999999999357363
2014-06-30,A,Ridge,IJR,0.19999999993972584
2014-07-31,A,Ridge,IJR,2.379612568603193e-12
2014-08-31,A,Ridge,IJR,2.1321032815529158e-11
2014-09-30,A,Ridge,IJR,1.8898606081323044e-11
2014-10-31,A,Ridge,IJR,4.9384204672175e-11
2014-11-30,A,Ridge,IJR,0.1999999999556942
2014-12-31,A,Ridge,IJR,1.895093179103066e-11
2015-01-31,A,Ridge,IJR,0.1999999999219871
2015-02-28,A,Ridge,IJR,0.1999999999665085
2015-03-31,A,Ridge,IJR,0.19999999998891613
2015-04-30,A,Ridge,IJR,0.1999999999682011
2015-05-31,A,Ridge,IJR,0.19999999999286486
2015-06-30,A,Ridge,IJR,0.19999999998682808
2015-07-31,A,Ridge,IJR,5.0192632492442175e-12
2015-08-31,A,Ridge,IJR,0.1999999998918089
2015-09-30,A,Ridge,IJR,1.6467967296928136e-10
2015-10-31,A,Ridge,IJR,4.503609216006155e-11
2015-11-30,A,Ridge,IJR,2.313423638507435e-11
2015-12-31,A,Ridge,IJR,5.964649419367385e-11
2016-01-31,A,Ridge,IJR,1.0181245368680524e-10
2016-02-29,A,Ridge,IJR,0.19999999815847483
2016-03-31,A,Ridge,IJR,7.726043482405217e-11
2016-04-30,A,Ridge,IJR,0.19999999901917032
2016-05-31,A,Ridge,IJR,0.1999999998217941
2016-06-30,A,Ridge,IJR,0.1999999999484552
2016-07-31,A,Ridge,IJR,1.6045464576218312e-10
2016-08-31,A,Ridge,IJR,1.2714828674843082e-09
2016-09-30,A,Ridge,IJR,4.4735981878804217e-11
2016-10-31,A,Ridge,IJR,1.2400216183341968e-11
2016-11-30,A,Ridge,IJR,0.19999999998645918
2016-12-31,A,Ridge,IJR,0.19999999999520465
2017-01-31,A,Ridge,IJR,3.571835455604461e-11
2017-02-28,A,Ridge,IJR,8.861983329518024e-12
2017-03-31,A,Ridge,IJR,2.6994651069221622e-11
2017-04-30,A,Ridge,IJR,2.9265688839374703e-12
2017-05-31,A,Ridge,IJR,6.116186430861566e-11
2017-06-30,A,Ridge,IJR,0.1999999996823356
2017-07-31,A,Ridge,IJR,7.455756176487648e-11
2017-08-31,A,Ridge,IJR,1.3854180851007802e-11
2017-09-30,A,Ridge,IJR,0.1999999999890608
2017-10-31,A,Ridge,IJR,1.6674554045075008e-10
2017-11-30,A,Ridge,IJR,0.1999999998741979
2017-12-31,A,Ridge,IJR,0.19999999996367437
2018-01-31,A,Ridge,IJR,6.537203730355812e-10
2018-02-28,A,Ridge,IJR,0.19999999990591358
2018-03-31,A,Ridge,IJR,0.19999999997490536
2018-04-30,A,Ridge,IJR,1.9841488700963823e-11
2018-05-31,A,Ridge,IJR,4.575721212826924e-12
2018-06-30,A,Ridge,IJR,9.536392327439838e-13
2018-07-31,A,Ridge,IJR,1.9037418774979255e-12
2018-08-31,A,Ridge,IJR,5.9629256606147995e-12
2018-09-30,A,Ridge,IJR,0.19999999999849333
2018-10-31,A,Ridge,IJR,6.488868937244039e-12
2018-11-30,A,Ridge,IJR,0.19999999982265734
2018-12-31,A,Ridge,IJR,9.930623927848808e-11
2019-01-31,A,Ridge,IJR,2.5495590486434227e-09
2019-02-28,A,Ridge,IJR,8.280290034658315e-11
2019-03-31,A,Ridge,IJR,3.3358133063875553e-12
2019-04-30,A,Ridge,IJR,0.19999999951551933
2019-05-31,A,Ridge,IJR,0.1999999999103946
2019-06-30,A,Ridge,IJR,2.8746448370411066e-10
2019-07-31,A,Ridge,IJR,1.934942818571165e-10
2019-08-31,A,Ridge,IJR,0.19999999987456968
2019-09-30,A,Ridge,IJR,2.9273482963368993e-10
2019-10-31,A,Ridge,IJR,9.400268000030837e-12
2019-11-30,A,Ridge,IJR,0.19999999996493287
2019-12-31,A,Ridge,IJR,1.6589180027375303e-11
2020-01-31,A,Ridge,IJR,2.1755301253207678e-11
2020-02-29,A,Ridge,IJR,1.2772312808797223e-11
2020-03-31,A,Ridge,IJR,6.005857480877259e-11
2020-04-30,A,Ridge,IJR,3.299049852688894e-10
2020-05-31,A,Ridge,IJR,2.868221405611704e-11
2020-06-30,A,Ridge,IJR,1.940018302741981e-12
2020-07-31,A,Ridge,IJR,1.9058257832767274e-12
2020-08-31,A,Ridge,IJR,6.561367841297707e-12
2020-09-30,A,Ridge,IJR,7.394771603781243e-12
2020-10-31,A,Ridge,IJR,0.19999999955983572
2020-11-30,A,Ridge,IJR,3.270037858745032e-12
2020-12-31,A,Ridge,IJR,2.636317515528775e-11
2021-01-31,A,Ridge,IJR,0.19999999988526987
2021-02-28,A,Ridge,IJR,6.348154596738061e-11
2021-03-31,A,Ridge,IJR,1.7324538025174063e-11
2021-04-30,A,Ridge,IJR,1.1510580175106427e-11
2021-05-31,A,Ridge,IJR,2.1384756020219752e-11
2021-06-30,A,Ridge,IJR,7.906575074493292e-12
2021-07-31,A,Ridge,IJR,4.2948226512801316e-11
2021-08-31,A,Ridge,IJR,4.9839238786578626e-11
2021-09-30,A,Ridge,IJR,3.7677605162293366e-11
2021-10-31,A,Ridge,IJR,2.695896510821232e-11
2021-11-30,A,Ridge,IJR,4.751397378916423e-12
2021-12-31,A,Ridge,IJR,4.7902114749062625e-12
2022-01-31,A,Ridge,IJR,0.1999999999745054
2022-02-28,A,Ridge,IJR,8.896785803430453e-12
2022-03-31,A,Ridge,IJR,2.271977446670992e-11
2022-04-30,A,Ridge,IJR,9.539957468577289e-12
2022-05-31,A,Ridge,IJR,9.003540202597788e-11
2022-06-30,A,Ridge,IJR,5.270820821111059e-11
2022-07-31,A,Ridge,IJR,5.701666571389682e-12
2022-08-31,A,Ridge,IJR,1.417883258608964e-12
2022-09-30,A,Ridge,IJR,3.4848784274925633e-12
2022-10-31,A,Ridge,IJR,2.2773947572534038e-10
2022-11-30,A,Ridge,IJR,6.4444594265284e-11
2022-12-31,A,Ridge,IJR,0.1999999996749453
2023-01-31,A,Ridge,IJR,4.83840487883574e-09
2023-02-28,A,Ridge,IJR,5.4585979774243885e-11
2023-03-31,A,Ridge,IJR,4.398770082198759e-12
2023-04-30,A,Ridge,IJR,4.723989980472093e-11
2023-05-31,A,Ridge,IJR,5.613857760185553e-12
2023-06-30,A,Ridge,IJR,1.185505307547722e-11
2023-07-31,A,Ridge,IJR,1.6303769208994124e-07
2023-08-31,A,Ridge,IJR,0.1999999999466507
2023-09-30,A,Ridge,IJR,0.19999999995475767
2023-10-31,A,Ridge,IJR,1.6920269082937407e-10
2023-11-30,A,Ridge,IJR,7.076126648337768e-11
2023-12-31,A,Ridge,IJR,0.19999999955131167
2024-01-31,A,Ridge,IJR,8.238188291818775e-12
2024-02-29,A,Ridge,IJR,8.631948005335525e-12
2024-03-31,A,Ridge,IJR,2.3102073457185226e-11
2024-04-30,A,Ridge,IJR,7.157485354489403e-11
2024-05-31,A,Ridge,IJR,5.114278274303929e-09
2024-06-30,A,Ridge,IJR,1.9121035671689697e-10
2024-07-31,A,Ridge,IJR,0.19999999996594983
2024-08-31,A,Ridge,IJR,4.2257320956685995e-10
2024-09-30,A,Ridge,IJR,6.046923055459433e-11
2024-10-31,A,Ridge,IJR,9.511671958392512e-12
2024-11-30,A,Ridge,IJR,4.5596810761487625e-11
2024-12-31,A,Ridge,IJR,3.710878537837714e-11
2025-01-31,A,Ridge,IJR,1.1706421299789397e-11
2025-02-28,A,Ridge,IJR,9.790422388583068e-12
2025-03-31,A,Ridge,IJR,1.5290851960397443e-10
2025-04-30,A,Ridge,IJR,8.332957133015705e-11
2025-05-31,A,Ridge,IJR,2.6202962809184744e-10
2025-06-30,A,Ridge,IJR,5.944068694440933e-11
2025-07-31,A,Ridge,IJR,1.3529639439454076e-10
2025-08-31,A,Ridge,IJR,0.19999999957206802
2025-09-30,A,Ridge,IJR,5.825642052643645e-11
2008-10-31,A,Ridge,MDY,
2008-11-30,A,Ridge,MDY,
2008-12-31,A,Ridge,MDY,
2009-01-31,A,Ridge,MDY,
2009-02-28,A,Ridge,MDY,
2009-03-31,A,Ridge,MDY,
2009-04-30,A,Ridge,MDY,
2009-05-31,A,Ridge,MDY,
2009-06-30,A,Ridge,MDY,
2009-07-31,A,Ridge,MDY,
2009-08-31,A,Ridge,MDY,
2009-09-30,A,Ridge,MDY,
2009-10-31,A,Ridge,MDY,6.405233858153128e-10
2009-11-30,A,Ridge,MDY,4.3209350274315733e-11
2009-12-31,A,Ridge,MDY,5.769145860071548e-11
2010-01-31,A,Ridge,MDY,5.21976523190674e-11
2010-02-28,A,Ridge,MDY,1.3694703283022277e-10
2010-03-31,A,Ridge,MDY,0.19999999996624468
2010-04-30,A,Ridge,MDY,1.615145428453323e-10
2010-05-31,A,Ridge,MDY,6.4920972210508634e-12
2010-06-30,A,Ridge,MDY,4.692796145815774e-10
2010-07-31,A,Ridge,MDY,2.391337216768766e-11
2010-08-31,A,Ridge,MDY,1.771661687980735e-11
2010-09-30,A,Ridge,MDY,3.001118889738024e-11
2010-10-31,A,Ridge,MDY,2.135238658532909e-10
2010-11-30,A,Ridge,MDY,2.992760785453318e-10
2010-12-31,A,Ridge,MDY,1.821613135021111e-10
2011-01-31,A,Ridge,MDY,7.1671905519613185e-12
2011-02-28,A,Ridge,MDY,4.0252191530764244e-12
2011-03-31,A,Ridge,MDY,9.565609689417504e-10
2011-04-30,A,Ridge,MDY,2.3277890372216496e-10
2011-05-31,A,Ridge,MDY,7.162973548393226e-11
2011-06-30,A,Ridge,MDY,7.192950792229791e-12
2011-07-31,A,Ridge,MDY,4.1276716310475114e-12
2011-08-31,A,Ridge,MDY,9.31419076952361e-10
2011-09-30,A,Ridge,MDY,0.19999999941151944
2011-10-31,A,Ridge,MDY,0.19999999989203052
2011-11-30,A,Ridge,MDY,0.19999999998069126
2011-12-31,A,Ridge,MDY,0.1999999998930254
2012-01-31,A,Ridge,MDY,2.632177469225751e-10
2012-02-29,A,Ridge,MDY,0.19999999994245118
2012-03-31,A,Ridge,MDY,1.2670512249382669e-06
2012-04-30,A,Ridge,MDY,0.19999999998248774
2012-05-31,A,Ridge,MDY,7.268057972637848e-11
2012-06-30,A,Ridge,MDY,4.100942577013569e-11
2012-07-31,A,Ridge,MDY,2.6376119819424624e-11
2012-08-31,A,Ridge,MDY,2.1330819482658783e-09
2012-09-30,A,Ridge,MDY,6.342985348426235e-10
2012-10-31,A,Ridge,MDY,0.19999999998254214
2012-11-30,A,Ridge,MDY,5.6717821009182154e-09
2012-12-31,A,Ridge,MDY,0.19999999992956705
2013-01-31,A,Ridge,MDY,0.19999999994661047
2013-02-28,A,Ridge,MDY,0.1999999999791054
2013-03-31,A,Ridge,MDY,0.1999999998888192
2013-04-30,A,Ridge,MDY,6.076889227366629e-11
2013-05-31,A,Ridge,MDY,4.483742191285666e-11
2013-06-30,A,Ridge,MDY,0.19999999999774365
2013-07-31,A,Ridge,MDY,2.3767745814271505e-11
2013-08-31,A,Ridge,MDY,7.934213219983402e-12
2013-09-30,A,Ridge,MDY,9.30547982375296e-12
2013-10-31,A,Ridge,MDY,0.19999999999877302
2013-11-30,A,Ridge,MDY,1.527022439764737e-10
2013-12-31,A,Ridge,MDY,2.1275371474167418e-11
2014-01-31,A,Ridge,MDY,0.19999999998535753
2014-02-28,A,Ridge,MDY,0.1999999999995961
2014-03-31,A,Ridge,MDY,1.539169453680945e-12
2014-04-30,A,Ridge,MDY,0.19999999960029688
2014-05-31,A,Ridge,MDY,0.19999998944461436
2014-06-30,A,Ridge,MDY,0.19999999997219034
2014-07-31,A,Ridge,MDY,3.0331665607118747e-12
2014-08-31,A,Ridge,MDY,9.687909083831175e-10
2014-09-30,A,Ridge,MDY,6.007921266009883e-11
2014-10-31,A,Ridge,MDY,6.881522679225255e-11
2014-11-30,A,Ridge,MDY,1.3373879500213416e-11
2014-12-31,A,Ridge,MDY,8.283231215647493e-12
2015-01-31,A,Ridge,MDY,9.241729272611297e-11
2015-02-28,A,Ridge,MDY,0.1999999999531638
2015-03-31,A,Ridge,MDY,5.035718177632689e-10
2015-04-30,A,Ridge,MDY,0.1999999998095103
2015-05-31,A,Ridge,MDY,0.199999999989643
2015-06-30,A,Ridge,MDY,0.19999999998002993
2015-07-31,A,Ridge,MDY,1.021070482189615e-10
2015-08-31,A,Ridge,MDY,9.685000977135651e-12
2015-09-30,A,Ridge,MDY,2.71419884389413e-09
2015-10-31,A,Ridge,MDY,5.830528910890914e-11
2015-11-30,A,Ridge,MDY,2.3233565654395087e-11
2015-12-31,A,Ridge,MDY,5.686622530305973e-11
2016-01-31,A,Ridge,MDY,1.4724317580021904e-08
2016-02-29,A,Ridge,MDY,9.69974238436874e-10
2016-03-31,A,Ridge,MDY,2.4003864744158733e-11
