Date,Ret_gross,Cost,Ret_net,Universe,Model
2008-10-31,,,,B,Ridge
2008-11-30,,,,B,Ridge
2008-12-31,,,,B,Ridge
2009-01-31,,,,B,Ridge
2009-02-28,,,,B,Ridge
2009-03-31,,,,B,Ridge
2009-04-30,,,,B,Ridge
2009-05-31,,,,B,Ridge
2009-06-30,,,,B,Ridge
2009-07-31,,,,B,Ridge
2009-08-31,,,,B,Ridge
2009-09-30,,,,B,Ridge
2009-10-31,0.05001325710613384,-0.00024999999999999995,0.04976325710613384,B,Ridge
2009-11-30,-0.009502609512175473,-1.168075065693034e-12,-0.009502609513343547,B,Ridge
2009-12-31,-0.08208006979660362,-9.999999999512824e-05,-0.08218006979659875,B,Ridge
2010-01-31,0.0018534141510795279,-0.00020000000023483224,0.0016534141508446956,B,Ridge
2010-02-28,0.06768565320889178,-0.0001999999992132148,0.06748565320967856,B,Ridge
2010-03-31,-0.019935096821163904,-0.00019999999971723173,-0.020135096820881136,B,Ridge
2010-04-30,-0.11896114246286127,-0.00019999999986516676,-0.11916114246272644,B,Ridge
2010-05-31,0.0015265117837933305,-0.00019999999971577573,0.0013265117840775549,B,Ridge
2010-06-30,0.07712665339544499,-0.00019999999966504545,0.07692665339577993,B,Ridge
2010-07-31,-0.05281364715503238,-0.00019999999997010435,-0.05301364715500249,B,Ridge
2010-08-31,0.0873112339408302,-0.0001999999999364969,0.08711123394089369,B,Ridge
2010-09-30,0.03934532466685231,-0.00029999999991403526,0.039045324666938275,B,Ridge
2010-10-31,-0.0780858280958826,-0.00010000001701031756,-0.07818582811289292,B,Ridge
2010-11-30,0.08894243089578624,-0.0001000000263104221,0.08884243086947581,B,Ridge
2010-12-31,0.036890961972010985,-0.00019999999989687327,0.03669096197211411,B,Ridge
2011-01-31,0.017436192859576916,-0.00019999999908740842,0.017236192860489507,B,Ridge
2011-02-28,-0.008798269952358714,-0.0004999999996506588,-0.009298269952009372,B,Ridge
2011-03-31,0.05387401233254647,-0.00010000000005564908,0.05377401233249082,B,Ridge
2011-04-30,-0.006289842580939783,-0.00010000000003996768,-0.00638984258097975,B,Ridge
2011-05-31,-0.03360500553791628,-0.00019999999976884117,-0.033805005537685125,B,Ridge
2011-06-30,-0.019570937519493764,-0.00019999999964683714,-0.0197709375191406,B,Ridge
2011-07-31,-0.04945807131637803,-0.0001000000000096946,-0.049558071316387724,B,Ridge
2011-08-31,-0.12177510540861375,-0.0003999999999717148,-0.12217510540858546,B,Ridge
2011-09-30,0.13463014121688133,-9.140373314361128e-14,0.13463014121678993,B,Ridge
2011-10-31,-0.04439232082512079,-1.0707765607326913e-13,-0.04439232082522787,B,Ridge
2011-11-30,-0.008674407828704963,-0.0004000000005944318,-0.009074407829299394,B,Ridge
2011-12-31,0.017052674219620083,-0.00010000000118672864,0.016952674218433356,B,Ridge
2012-01-31,0.06429301322212565,-0.00039999999907053415,0.06389301322305511,B,Ridge
2012-02-29,0.00022200622456332802,-0.00010000000105021729,0.00012200622351311073,B,Ridge
2012-03-31,-0.005146089141261429,-0.00029999999981943906,-0.005446089141080869,B,Ridge
2012-04-30,-0.12290936095285016,-0.00029999999999902506,-0.12320936095284918,B,Ridge
2012-05-31,0.04159837551128973,-0.00020000000027587653,0.04139837551101386,B,Ridge
2012-06-30,0.02130715702338829,-0.0002000000054203592,0.02110715701796793,B,Ridge
2012-07-31,0.033822120823058494,-0.00010000000487069203,0.033722120818187803,B,Ridge
2012-08-31,0.04039281546356679,-0.00019999997472485098,0.04019281548884194,B,Ridge
2012-09-30,0.011505480015370302,-0.0001999999735205687,0.011305480041849733,B,Ridge
2012-10-31,0.019017014041535305,-0.00020000000005447632,0.01881701404148083,B,Ridge
2012-11-30,0.023545562402114247,-1.619652419655959e-13,0.023545562401952283,B,Ridge
2012-12-31,0.028265110606775928,-0.00010000000010084208,0.028165110606675085,B,Ridge
2013-01-31,-0.03867519024066612,-0.000399999999789633,-0.03907519024045575,B,Ridge
2013-02-28,-0.005266890477356216,-0.00029999999959640983,-0.0055668904769526255,B,Ridge
2013-03-31,0.04334503001916207,-8.840873082873674e-14,0.04334503001907366,B,Ridge
2013-04-30,0.0046174692555122,-1.0170500225768667e-12,0.00461746925449515,B,Ridge
2013-05-31,-0.04582247185668186,-0.00029999999845975656,-0.046122471855141615,B,Ridge
2013-06-30,0.03257800476032916,-0.0004000000011214996,0.032178004759207665,B,Ridge
2013-07-31,-0.015314098899738266,-0.00019999999999520347,-0.01551409889973347,B,Ridge
2013-08-31,0.05556820349151944,-0.00010000000025414429,0.05546820349126529,B,Ridge
2013-09-30,0.0429773369272149,-0.0003999999996799267,0.04257733692753497,B,Ridge
2013-10-31,0.014581636523581526,-0.00010000000031850269,0.014481636523263022,B,Ridge
2013-11-30,0.029919503230477464,-6.864496470140936e-13,0.029919503229791013,B,Ridge
2013-12-31,-0.05128723904223734,-4.007908366615168e-13,-0.05128723904263813,B,Ridge
2014-01-31,0.06559167701137004,-2.2715010803043856e-11,0.06559167698865503,B,Ridge
2014-02-28,0.0009438663895387725,-0.00019999999995827706,0.0007438663895804954,B,Ridge
2014-03-31,0.019889029043320208,-0.00020000000003258416,0.019689029043287624,B,Ridge
2014-04-30,0.0019267362170099734,-0.0003999999999570682,0.0015267362170529053,B,Ridge
2014-05-31,-0.0040957757344600235,-0.00039999999995622406,-0.004495775734416248,B,Ridge
2014-06-30,-0.054627780204143106,-5.879824513797214e-13,-0.05462778020473109,B,Ridge
2014-07-31,0.0061366400863435405,-0.00020000000001751044,0.00593664008632603,B,Ridge
