,BITW,CPER,CRYPTO_EQ,DAX,DBC,DIA,EUMV,EWD,EWG,EWI,EWL,EWN,EWP,EWQ,EWU,EZU,FEZ,GLD,ICLN,IEUS,IJR,MDY,MTUM,ONEQ,QQQ,QUAL,RSP,SPY,TAN,UNG,USMV,USO,VGK,VNQ,VTV,VUG
2019-06-30,5.195964493280636e-12,8.927173881318495e-12,0.20000000000003892,3.8113320985308974e-12,4.415820737102624e-12,3.447322088084945e-11,7.726602833006659e-12,1.2851909456728166e-11,9.254943133286657e-12,5.875943055626177e-12,1.4042782616818404e-11,1.2625214357325672e-11,7.1823760373141615e-12,8.025553053080216e-12,7.418806486442534e-12,7.394497600980545e-12,7.121880310634742e-12,5.1180980784578265e-12,2.8854185979184716e-11,1.5253519237570264e-11,7.89380455730264e-11,2.939657103560053e-11,0.19999999828659548,0.19999999993627454,0.19999999997074344,4.170381917874684e-11,3.4153662323624534e-11,8.596132217022534e-11,1.9494302922749416e-11,3.810543275625548e-12,2.603667275800146e-11,0.19999999998211257,8.906489789476302e-12,2.9034264438165113e-11,3.175985643368355e-11,1.2294697199971112e-09
2019-07-31,4.827935831923148e-12,7.716408950156392e-12,0.20000000000005524,2.691587358629375e-12,3.95988001822439e-12,1.530420393986875e-11,6.836413927410204e-12,1.0928746015524331e-11,8.146542640538183e-12,5.379974642649091e-12,1.2529948183903461e-11,1.1569825109232264e-11,6.363618899568538e-12,7.256253354341967e-12,6.733441375752092e-12,6.705962332810818e-12,6.4254693146668405e-12,4.754980482025511e-12,1.7854850113195156e-11,1.2652471579220271e-11,3.347376058495531e-11,1.7669284098836127e-11,0.1999999998625068,0.19999999995950973,0.19999999997269896,1.1563346917557191e-11,1.5711102102921026e-11,3.694081227523654e-11,1.7533797246846632e-11,3.4206388878781306e-12,1.8041865743244858e-11,2.3507815509960526e-12,8.051427253824987e-12,1.7561201449807628e-11,1.6849280606999325e-11,0.19999999984742334
2019-08-31,8.498883581398724e-13,1.072281795364928e-12,0.20000000000017792,9.062253256720088e-13,6.968025145599454e-13,6.023991500268809e-12,1.0805616165076666e-12,1.5495725933856606e-12,1.2041278958289404e-12,9.09809930104689e-13,1.937236040269263e-12,1.7038967372124002e-12,1.004958121185533e-12,1.1145623180303498e-12,1.0341241069627243e-12,1.0494954223859714e-12,1.0191520782954657e-12,2.012904621276483e-12,5.660188920378743e-12,1.823139856847876e-12,6.402712514974615e-12,4.6041919513956244e-12,0.19999999996714526,0.1999999999868094,0.1999999999945499,6.325210562926613e-12,5.273932876958673e-12,3.6079192569442186e-12,4.449044255409137e-12,6.940680722394071e-13,5.684015687424123e-12,5.090203123478564e-13,1.1998195255392474e-12,6.238128375307785e-12,5.283506352018108e-12,0.199999999968393
2019-09-30,2.1087433697123e-12,2.7493612430865915e-12,0.1999999999978289,2.409701351556163e-12,2.3230067640898342e-12,8.664631983065678e-12,2.820572649565888e-12,3.8505318822300715e-12,3.126016098813835e-12,2.327053315282531e-12,4.2471992698192235e-12,4.034468796211413e-12,2.636704873924683e-12,2.8972615252158652e-12,2.710957878198809e-12,2.731689323817514e-12,2.662448572535954e-12,2.8418505291395187e-12,7.138462437774239e-12,4.1985081697889526e-12,1.4142465882290479e-11,6.696478948654237e-12,0.19999999995429624,0.19999999996175544,0.19999999996299225,1.0524435156693792e-11,7.88647896039747e-12,1.4913033433116693e-11,5.440251071309032e-12,1.6382839347693577e-12,7.44558739422525e-12,9.986255043745612e-13,3.114738915876279e-12,9.157491375280208e-12,7.674209471075665e-12,0.19999999996701603
2019-10-31,3.7538937151703367e-13,4.906610460260209e-13,0.20000000000000204,4.577996646241612e-13,3.221688510291421e-13,8.968905631096471e-13,4.965026868541735e-13,6.419061230935404e-13,5.454858044367733e-13,4.207643224601545e-13,6.669976772569638e-13,6.420657987772873e-13,4.627591001322545e-13,5.035870559141756e-13,4.768636236842434e-13,4.805223258082362e-13,4.706255401890766e-13,5.659609777704982e-13,8.196466783196185e-13,6.848756085141279e-13,1.0577388125004568e-12,8.386145782839117e-13,2.3905980675433004e-12,0.19999999999716042,0.19999999998299664,9.722501389789332e-13,8.827130321258655e-13,1.1225031177373446e-12,7.290303748415387e-13,3.115596419655441e-13,0.19999999999893453,0.1999999999979992,5.346212233016222e-13,9.156118644058872e-13,8.819858705377932e-13,1.8485370783417718e-12
2019-11-30,1.8128053958032321e-12,2.6529882247942947e-12,0.19999999999978973,2.422665308580921e-12,1.4874429631789241e-12,9.501884114052322e-12,2.679409652441077e-12,4.168518511476611e-12,3.13592741159265e-12,2.1094969143806138e-12,4.517844155443168e-12,4.238855969100337e-12,2.3868859287746354e-12,2.7606502965957367e-12,2.54238425116089e-12,2.561736221560556e-12,2.498686527252536e-12,2.284274612238335e-12,8.038825178955321e-12,5.1145925106646205e-12,1.1695517876913631e-11,8.326244886883566e-12,0.19999999990711198,0.19999999998258067,0.19999999998770715,1.0835039220558654e-11,9.36335994853465e-12,1.7557165494158574e-11,5.353343095652581e-12,1.2391811420677142e-12,9.756530924003455e-12,8.934423819650146e-13,3.0285433183610377e-12,8.863950059151138e-12,9.238464770751474e-12,0.19999999995974377
2019-12-31,7.642875809520749e-13,9.5283310532599e-13,0.20000000000002646,8.959822783645902e-13,7.422775806605524e-13,2.958928003080574e-12,9.367875305865877e-13,9.794894951752772e-13,9.586648339770612e-13,8.428335849140622e-13,9.881560694994891e-13,9.801688541920477e-13,8.962010263959062e-13,9.376125007866364e-13,9.21058183166187e-13,9.161226788235582e-13,9.081669598444548e-13,9.52754700487439e-13,3.0072815999648693e-12,1.080797562201828e-12,6.06990677577091e-12,2.0875797417433272e-12,0.1999999999861772,0.19999999997106727,0.19999999998951515,5.458808668898166e-12,3.083168283877718e-12,1.0714178598174134e-11,1.2951768764093182e-12,5.580668251392574e-13,1.837945519977962e-12,4.2834198710033026e-13,9.57872022728194e-13,2.1873408926641503e-12,2.8232220773284183e-12,0.19999999999409185
2020-01-31,4.734589700391029e-13,5.788895052514981e-13,0.20000000000000065,5.760796895316032e-13,3.802249216834703e-13,1.7974110770792068e-12,6.728152076053941e-13,8.757310867300886e-13,7.046161338436885e-13,5.36308247798029e-13,9.482572035236675e-13,8.734337189196249e-13,5.926572054758988e-13,6.508094819669012e-13,6.206170077047086e-13,6.181068000531313e-13,6.025239399848343e-13,9.651776849468158e-13,2.0475228222308935e-12,1.0234408730085633e-12,2.0964090256948917e-12,1.4784994022205184e-12,0.19999999998910606,0.19999999998564313,0.19999999999449342,2.2505146265272797e-12,1.732036628073045e-12,3.1706883043775488e-12,1.420273678034403e-12,2.8222459572043435e-13,1.6802809552830054e-12,2.1547885076750946e-13,7.034335947104202e-13,1.6734242019449175e-12,1.685271618262324e-12,0.19999999999683
2020-02-29,3.285020191647047e-13,3.727035667822797e-13,0.2000000000000075,3.4964408279113406e-13,2.5096018928839784e-13,1.2475774109094235e-12,3.791525242392487e-13,4.2552375912171773e-13,3.921298186753759e-13,3.4887558433762995e-13,4.4470253777145894e-13,4.209394420762269e-13,3.6798971180915557e-13,3.817685465905531e-13,3.7019183915334175e-13,3.73918250078696e-13,3.6778808657933046e-13,4.358521721943035e-13,4.394840489418346e-12,4.517267889114694e-13,1.4186872693265812e-12,8.13923895109733e-13,0.19999999999748605,0.19999999998415258,0.199999999994521,1.6515068558918541e-12,1.082050096255655e-12,2.2847298715101763e-12,3.1904452799116528e-12,1.953530800439935e-13,5.809610123752255e-13,1.4600655839108364e-13,3.925011511327498e-13,1.2499090670893129e-12,1.066048651335774e-12,0.19999999999765602
2020-03-31,9.085985723094563e-13,9.018321795596924e-13,0.19999999999987453,7.917909564183855e-13,4.853610465370761e-13,2.894791607302035e-12,1.0288579788690993e-12,1.6553469449358903e-12,1.1656836074268847e-12,8.472680383293647e-13,2.0032303789210622e-12,1.6307019204482545e-12,9.466849164751016e-13,1.0654220851086088e-12,8.684299114033736e-13,1.0121087271405464e-12,9.710536583124427e-13,1.9436973430195876e-12,2.824249577731508e-12,1.4872723943636254e-12,2.2842184625175817e-12,2.23136346716148e-12,0.19999999999037707,0.19999999998451348,0.19999999999307272,2.94261400582196e-12,2.572734800074604e-12,4.293208002999662e-12,2.464441625005282e-12,4.648348010875166e-13,2.73062115071557e-13,1.8020762204619845e-13,1.1877220901753175e-12,2.628242829556732e-12,2.6731401004660465e-12,0.19999999998253404
