Date,Universe,Strategy,Cost_bps,Ret_gross,Cost,Ret_net
2018-02-28,A,EqualWeight_LongShort,0,-0.0113372037525228,0.0,-0.0113372037525228
2018-03-31,A,EqualWeight_LongShort,0,0.0015258069660389,0.0,0.0015258069660389
2018-04-30,A,EqualWeight_LongShort,0,0.0066136522977624,0.0,0.0066136522977624
2018-05-31,A,EqualWeight_LongShort,0,0.0015863415061344,0.0,0.0015863415061344
2018-06-30,A,EqualWeight_LongShort,0,-0.0054751287897489,0.0,-0.0054751287897489
2018-07-31,A,EqualWeight_LongShort,0,0.0062919430181384,0.0,0.0062919430181384
2018-08-31,A,EqualWeight_LongShort,0,0.0055119741710093,0.0,0.0055119741710093
2018-09-30,A,EqualWeight_LongShort,0,-0.0015761195127724,0.0,-0.0015761195127724
2018-10-31,A,EqualWeight_LongShort,0,-0.0059917058359441,0.0,-0.0059917058359441
2018-11-30,A,EqualWeight_LongShort,0,-0.0088717547276226,0.0,-0.0088717547276226
2018-12-31,A,EqualWeight_LongShort,0,-0.0025570837811959,0.0,-0.0025570837811959
2019-01-31,A,EqualWeight_LongShort,0,-0.0026560975249084,0.0,-0.0026560975249084
2019-02-28,A,EqualWeight_LongShort,0,-0.0089772122337774,0.0,-0.0089772122337774
2019-03-31,A,EqualWeight_LongShort,0,0.00382625735751,0.0,0.00382625735751
2019-04-30,A,EqualWeight_LongShort,0,0.0034811365317516,0.0,0.0034811365317516
2019-05-31,A,EqualWeight_LongShort,0,-0.0055205971652855,0.0,-0.0055205971652855
2019-06-30,A,EqualWeight_LongShort,0,0.002560588305663,0.0,0.002560588305663
2019-07-31,A,EqualWeight_LongShort,0,0.0117018297524303,0.0,0.0117018297524303
