months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.06847272193027343,0.17311801219020576,0.47045688363816895,0.7288039847347253,-0.3163641942570877,0.21643638304602286,0.5677083333333334,-0.3398683287747217,0.6424898782391009,0.03648979129960639,0.04004999979323749,0.07114024393500173,0.06847272193027343,RF_longonly,B,quantile
192,0.07410602403816746,0.18341598440432105,0.48175716181054884,0.8257479309862418,-0.3287495417897296,0.22541787780062114,0.5520833333333334,0.028814735857016983,0.41083521220387453,0.03789982907480436,0.03585000003743645,0.07651118734270335,0.07410602403816746,LASSO_longonly,B,quantile
