months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,Cost_total,Gross_CAGR,Net_CAGR,Model,Universe,Calib
192,0.14292234919340152,0.1536546695513213,0.9504918065894735,1.4990594352448752,-0.26055202603794914,0.5485367025032652,0.6510416666666666,-0.23471968340400054,0.34082622234519233,0.11063286824035538,0.0343499998845223,0.14535473979843494,0.14292234919340152,RF_longonly,A,quantile
192,0.13255951705096658,0.15217830918786096,0.8983069025940018,1.2750455260269087,-0.28387287170356834,0.4669678939570902,0.6614583333333334,-0.46263139239848444,0.6481538469812627,0.10196546888762542,0.030350000915257733,0.13468761472416224,0.13255951705096658,LASSO_longonly,A,quantile
