,BITW,CPER,CRYPTO_EQ,DBC,GLD,ICLN,TAN,UNG,USO
2022-09-30,0.0,0.19999999997041631,0.19999999999983845,7.719724145791694e-11,3.962908072643351e-11,0.19999999998979387,0.19999999997903345,0.0,0.19999999994409154
2022-10-31,0.0,3.37453205679295e-11,0.20000000000010115,1.0431591423631048e-11,5.022088714649068e-12,0.19999999999103613,0.19999999997056547,0.199999999996308,0.19999999999279017
2022-11-30,0.0,0.19999999996674503,0.20000000000044807,5.742392428795672e-12,2.221930091146482e-12,0.19999999998283072,1.3216346067463545e-10,0.19999999999902088,0.1999999999108275
2022-12-31,0.0,0.19999999999050647,0.20000000000003762,8.536591722798237e-12,1.497042302380309e-12,0.1999999999982141,4.1973482315754944e-12,0.19999999999923818,0.19999999999777265
2023-01-31,0.0,0.19999999997688034,0.2000000000002859,4.530101928059587e-09,6.672318214879895e-11,0.1999999999635361,0.19999999993953435,3.276195333830263e-11,0.19999999549017625
2023-02-28,0.0,0.1999999999797718,0.19999999999658882,1.500244362222358e-10,4.7261223326748874e-11,0.19999999998120901,0.1999999999016183,2.3147978176717442e-11,0.1999999999203784
2023-03-31,0.0,1.5749588416832733e-11,0.200000000002586,0.1999999999058357,0.19999999964712667,0.1999999999844552,0.19999999997720405,4.053321541967664e-11,4.265095856009177e-10
2023-04-30,0.0,0.19999999998147927,0.20000000000017423,3.131152135241016e-10,2.805014741492411e-11,0.1999999999919833,0.19999999970907234,3.2779551394488205e-12,0.1999999999728476
2023-05-31,0.0,0.1999999999750353,0.20000000000006832,0.19999999998810206,0.1999999999579668,0.19999999999576248,7.543585275134393e-11,1.999020631586635e-12,5.630169629790263e-12
2023-06-30,0.0,0.19999999997904888,0.20000000000009724,6.949237730068437e-11,0.19999999998549198,0.199999999989151,0.19999999995534362,1.195645084446806e-11,9.418442159958581e-12
2023-07-31,0.0,1.0614960808551639e-12,0.2000000000000335,0.19999999999347046,0.19999999999825044,0.19999999999839554,0.19999999999723814,1.3874299545852946e-12,1.0162882831942284e-11
2023-08-31,0.0,0.19999999999708434,0.0,0.19999999999276372,0.1999999999929225,0.1999999999980996,2.306435413940832e-11,5.282545182003115e-12,0.19999999999078305
2023-09-30,0.0,2.3374484845259406e-12,0.19999999999987006,0.19999999999142604,6.848521096353157e-12,0.1999999999830194,1.764221332902115e-11,0.19999999999993495,0.19999999999892137
2023-10-31,0.0,0.19999999944764343,0.19999999999940807,5.483189342920761e-10,0.19999999999401244,1.1519015960787248e-11,3.967419170403526e-12,0.1999999999994828,0.1999999999956478
2023-11-30,0.0,0.19999999998245446,0.0,0.19999999998308604,0.19999999999257875,0.19999999997860018,3.660520908720024e-11,3.8681166478993245e-11,0.199999999987994
2023-12-31,0.0,0.19999999999535928,0.20000000000002838,1.0372319271982927e-11,0.19999999999868381,0.19999999999510742,0.19999999999773238,0.0,2.71631965294133e-12
2024-01-31,0.0,0.19999999993122416,0.19999999999965767,0.1999999993832229,0.19999999997950474,5.799817294743117e-10,1.2842311518693018e-10,0.0,0.19999999999798568
2024-02-29,0.0,7.726738686296354e-12,0.2000000000000792,0.19999999999730583,0.1999999999878104,5.963799903896726e-12,3.70980678432184e-12,0.19999999999748236,0.19999999999992185
2024-03-31,0.0,0.19999999998836873,9.76879049306034e-14,0.19999999999939524,0.19999999999866355,8.042972535346286e-12,7.845091822654026e-12,0.19999999999780424,0.19999999999978252
2024-04-30,0.0,0.1999999998966751,0.1999999999994159,0.19999999999277604,0.19999999998444906,1.3178383072580695e-10,3.7614966238149916e-11,2.5778681522245968e-12,0.19999999995470719
2024-05-31,0.0,0.1999999514867238,0.20000000000005086,0.19999999995606035,0.19999999998215914,4.8321813485862033e-08,2.696826566856075e-10,0.0,0.19999999998350962
2024-06-30,0.0,0.1999999996447494,0.0,0.19999999933414148,0.19999999992482334,3.9863101901826774e-08,0.19999996131370384,0.0,0.19999999991948014
