Date,Universe,Strategy,Ret
2016-03-31,A,ML_RF_longshort_0bps,-0.007167448326296
2016-04-30,A,ML_RF_longshort_0bps,-0.003636389763012352
2016-05-31,A,ML_RF_longshort_0bps,-0.0005610007470260505
2016-06-30,A,ML_RF_longshort_0bps,-0.003488785075804678
2016-07-31,A,ML_RF_longshort_0bps,0.0037503380343298586
2016-08-31,A,ML_RF_longshort_0bps,0.00048220700978943956
2016-09-30,A,ML_RF_longshort_0bps,-0.003700994972190891
2016-10-31,A,ML_RF_longshort_0bps,-0.004485749028997775
2016-11-30,A,ML_RF_longshort_0bps,-0.005781029857360172
2016-12-31,A,ML_RF_longshort_0bps,-0.0036762145016655387
2017-01-31,A,ML_RF_longshort_0bps,0.0038763023275405033
2017-02-28,A,ML_RF_longshort_0bps,0.008718501286861916
2017-03-31,A,ML_RF_longshort_0bps,0.0074313457903656364
2017-04-30,A,ML_RF_longshort_0bps,0.008844348791172452
2017-05-31,A,ML_RF_longshort_0bps,-0.010205948925105934
2017-06-30,A,ML_RF_longshort_0bps,0.0046369486285413545
2017-07-31,A,ML_RF_longshort_0bps,0.010507601240755128
2017-08-31,A,ML_RF_longshort_0bps,-0.008056740177407288
2017-09-30,A,ML_RF_longshort_0bps,0.009471719835463287
2017-10-31,A,ML_RF_longshort_0bps,-0.0020609311897766555
2017-11-30,A,ML_RF_longshort_0bps,-0.0010144143563797065
2017-12-31,A,ML_RF_longshort_0bps,0.02068127939907973
2018-01-31,A,ML_RF_longshort_0bps,0.015821220939329833
2018-02-28,A,ML_RF_longshort_0bps,-0.01761510600632668
2018-03-31,A,ML_RF_longshort_0bps,0.0008860025290688281
2018-04-30,A,ML_RF_longshort_0bps,0.0030348336546082424
2018-05-31,A,ML_RF_longshort_0bps,3.3270681904782164e-05
2018-06-30,A,ML_RF_longshort_0bps,-0.005149576337634793
2018-07-31,A,ML_RF_longshort_0bps,0.008406455028407775
2018-08-31,A,ML_RF_longshort_0bps,0.009506097405208013
2018-09-30,A,ML_RF_longshort_0bps,-0.0024305369323560193
2018-10-31,A,ML_RF_longshort_0bps,-0.005523335563192462
2018-11-30,A,ML_RF_longshort_0bps,-0.006987813766815934
2018-12-31,A,ML_RF_longshort_0bps,-0.006488583367142075
2019-01-31,A,ML_RF_longshort_0bps,-0.001607223710204652
2019-02-28,A,ML_RF_longshort_0bps,-0.010671910205812074
2019-03-31,A,ML_RF_longshort_0bps,0.003224444296805909
2019-04-30,A,ML_RF_longshort_0bps,-0.00020719605902990747
2019-05-31,A,ML_RF_longshort_0bps,-0.00960192086403388
2019-06-30,A,ML_RF_longshort_0bps,0.0027827378304967725
2019-07-31,A,ML_RF_longshort_0bps,0.011459829008997273
2019-08-31,A,ML_RF_longshort_0bps,-0.013405108954191761
2019-09-30,A,ML_RF_longshort_0bps,0.008169738363788462
2019-10-31,A,ML_RF_longshort_0bps,0.010710458432007366
2019-11-30,A,ML_RF_longshort_0bps,0.0031621573428905567
2019-12-31,A,ML_RF_longshort_0bps,0.020813126645665612
2020-01-31,A,ML_RF_longshort_0bps,0.010686790023451642
2020-02-29,A,ML_RF_longshort_0bps,0.03754905345192502
2020-03-31,A,ML_RF_longshort_0bps,0.005928574225483096
2020-04-30,A,ML_RF_longshort_0bps,0.007013162499639236
2020-05-31,A,ML_RF_longshort_0bps,0.01554883998268015
2020-06-30,A,ML_RF_longshort_0bps,0.014964645494842228
2020-07-31,A,ML_RF_longshort_0bps,0.026891937909322376
2020-08-31,A,ML_RF_longshort_0bps,-0.012361968956290503
2020-09-30,A,ML_RF_longshort_0bps,-0.01391849403951193
2020-10-31,A,ML_RF_longshort_0bps,-0.006613204387562332
2020-11-30,A,ML_RF_longshort_0bps,0.012056731842890765
2020-12-31,A,ML_RF_longshort_0bps,0.01436526031019335
2021-01-31,A,ML_RF_longshort_0bps,0.004068067684036927
2021-02-28,A,ML_RF_longshort_0bps,-0.014105604830144383
2021-03-31,A,ML_RF_longshort_0bps,0.0075994662845487145
2021-04-30,A,ML_RF_longshort_0bps,-0.007608165072387694
2021-05-31,A,ML_RF_longshort_0bps,0.005057173830722248
2021-06-30,A,ML_RF_longshort_0bps,0.005657674200570158
2021-07-31,A,ML_RF_longshort_0bps,0.005296134799817135
2021-08-31,A,ML_RF_longshort_0bps,-0.007221773829364201
2021-09-30,A,ML_RF_longshort_0bps,0.004642122294252612
2021-10-31,A,ML_RF_longshort_0bps,0.009000435192036856
2021-11-30,A,ML_RF_longshort_0bps,-0.021301427355229503
2021-12-31,A,ML_RF_longshort_0bps,-0.01006471132701782
2022-01-31,A,ML_RF_longshort_0bps,-0.004831554336418573
2022-02-28,A,ML_RF_longshort_0bps,-0.004908227032356715
2022-03-31,A,ML_RF_longshort_0bps,-0.010456382994396135
2022-04-30,A,ML_RF_longshort_0bps,-0.009764013936808466
2022-05-31,A,ML_RF_longshort_0bps,0.0022603973018058728
2022-06-30,A,ML_RF_longshort_0bps,-0.022077563417825498
2022-07-31,A,ML_RF_longshort_0bps,-0.0019336477436259205
2022-08-31,A,ML_RF_longshort_0bps,0.008130727664716751
2022-09-30,A,ML_RF_longshort_0bps,0.010124564760716142
2022-10-31,A,ML_RF_longshort_0bps,-0.002712252641702094
2022-11-30,A,ML_RF_longshort_0bps,-0.003891288480972946
2022-12-31,A,ML_RF_longshort_0bps,-0.03533242793065709
2023-01-31,A,ML_RF_longshort_0bps,0.009724122720698834
2023-02-28,A,ML_RF_longshort_0bps,0.02546738476143488
2023-03-31,A,ML_RF_longshort_0bps,0.00538585177824088
2023-04-30,A,ML_RF_longshort_0bps,0.03139167890163113
2023-05-31,A,ML_RF_longshort_0bps,-0.0005761581927206903
2023-06-30,A,ML_RF_longshort_0bps,-0.001008603073986522
2023-07-31,A,ML_RF_longshort_0bps,0.0059778070545334966
2023-08-31,A,ML_RF_longshort_0bps,0.001482476730674787
2023-09-30,A,ML_RF_longshort_0bps,0.007812658440672578
2023-10-31,A,ML_RF_longshort_0bps,0.00832895376275363
2023-11-30,A,ML_RF_longshort_0bps,-0.018186592187172577
2023-12-31,A,ML_RF_longshort_0bps,0.022031908125129018
2024-01-31,A,ML_RF_longshort_0bps,0.01872765230599148
2024-02-29,A,ML_RF_longshort_0bps,-0.004935178349003857
2024-03-31,A,ML_RF_longshort_0bps,0.004585518881925377
2024-04-30,A,ML_RF_longshort_0bps,0.008811546314325477
2024-05-31,A,ML_RF_longshort_0bps,0.025992623148587156
2024-06-30,A,ML_RF_longshort_0bps,-0.04303848858264601
2024-07-31,A,ML_RF_longshort_0bps,-0.010723400617952083
2024-08-31,A,ML_RF_longshort_0bps,0.003248874324856289
2024-09-30,A,ML_RF_longshort_0bps,-0.0036902252691270393
2024-10-31,A,ML_RF_longshort_0bps,-0.007338878027430358
2024-11-30,A,ML_RF_longshort_0bps,0.013366100269885061
2024-12-31,A,ML_RF_longshort_0bps,-0.0012612590111829769
2025-01-31,A,ML_RF_longshort_0bps,-0.019726604178956143
2025-02-28,A,ML_RF_longshort_0bps,-0.01546603705020647
2025-03-31,A,ML_RF_longshort_0bps,0.001749279812210685
2025-04-30,A,ML_RF_longshort_0bps,0.028217229086388726
2025-05-31,A,ML_RF_longshort_0bps,0.01234191199468734
2025-06-30,A,ML_RF_longshort_0bps,0.011869901946054012
2025-07-31,A,ML_RF_longshort_0bps,-0.004275530467214967
2025-08-31,A,ML_RF_longshort_0bps,0.0036645108891072906
2025-09-30,A,ML_RF_longshort_0bps,0.0
2009-10-31,ALL,EqualWeight_1N,0.036345155389728816
2009-11-30,ALL,EqualWeight_1N,0.016564651350408188
2009-12-31,ALL,EqualWeight_1N,-0.04836041095656739
2010-01-31,ALL,EqualWeight_1N,0.004300377439774596
2010-02-28,ALL,EqualWeight_1N,0.041517600754852835
2010-03-31,ALL,EqualWeight_1N,-0.0003823622661551878
2010-04-30,ALL,EqualWeight_1N,-0.07765575465581366
2010-05-31,ALL,EqualWeight_1N,-0.020314212519594546
2010-06-30,ALL,EqualWeight_1N,0.07913282027368865
2010-07-31,ALL,EqualWeight_1N,-0.042950143614121576
2010-08-31,ALL,EqualWeight_1N,0.08260629102174734
2010-09-30,ALL,EqualWeight_1N,0.028009166271337805
2010-10-31,ALL,EqualWeight_1N,-0.036473855343067324
2010-11-30,ALL,EqualWeight_1N,0.05979578637416191
2010-12-31,ALL,EqualWeight_1N,0.02581540811963286
2011-01-31,ALL,EqualWeight_1N,0.02109064828038903
2011-02-28,ALL,EqualWeight_1N,0.012052583498484967
2011-03-31,ALL,EqualWeight_1N,0.04168572572843875
2011-04-30,ALL,EqualWeight_1N,-0.026538524039229225
2011-05-31,ALL,EqualWeight_1N,-0.020230778171914425
2011-06-30,ALL,EqualWeight_1N,-0.026019802873005496
2011-07-31,ALL,EqualWeight_1N,-0.05775998542155835
2011-08-31,ALL,EqualWeight_1N,-0.0967368961351838
2011-09-30,ALL,EqualWeight_1N,0.08691491938402296
2011-10-31,ALL,EqualWeight_1N,-0.02170507224445467
2011-11-30,ALL,EqualWeight_1N,-0.02003509881016268
2011-12-31,ALL,EqualWeight_1N,0.047908270564557126
2012-01-31,ALL,EqualWeight_1N,0.030362627111409357
2012-02-29,ALL,EqualWeight_1N,-0.005431435805637438
2012-03-31,ALL,EqualWeight_1N,-0.018980776316891428
2012-04-30,ALL,EqualWeight_1N,-0.08339743898107686
2012-05-31,ALL,EqualWeight_1N,0.04893493757635507
2012-06-30,ALL,EqualWeight_1N,0.000755662842707739
2012-07-31,ALL,EqualWeight_1N,0.03265275453079603
2012-08-31,ALL,EqualWeight_1N,0.023260063565932774
2012-09-30,ALL,EqualWeight_1N,-0.009701565167389797
2012-10-31,ALL,EqualWeight_1N,0.011813753588490948
2012-11-30,ALL,EqualWeight_1N,0.025928507020701732
2012-12-31,ALL,EqualWeight_1N,0.0391043144562841
2013-01-31,ALL,EqualWeight_1N,-0.014670160489809124
2013-02-28,ALL,EqualWeight_1N,0.011231416963620788
2013-03-31,ALL,EqualWeight_1N,0.031805009618672136
2013-04-30,ALL,EqualWeight_1N,0.009050184881604334
2013-05-31,ALL,EqualWeight_1N,-0.02996036379345949
2013-06-30,ALL,EqualWeight_1N,0.05794929233327193
2013-07-31,ALL,EqualWeight_1N,-0.01336415546501393
2013-08-31,ALL,EqualWeight_1N,0.04866407351939611
2013-09-30,ALL,EqualWeight_1N,0.03196551519051978
2013-10-31,ALL,EqualWeight_1N,0.011423793892966404
2013-11-30,ALL,EqualWeight_1N,0.021206481547274704
2013-12-31,ALL,EqualWeight_1N,-0.017387545965623856
2014-01-31,ALL,EqualWeight_1N,0.05362813759417128
2014-02-28,ALL,EqualWeight_1N,-0.0032546125490726698
2014-03-31,ALL,EqualWeight_1N,0.005070449893119509
2014-04-30,ALL,EqualWeight_1N,0.011425862246850351
2014-05-31,ALL,EqualWeight_1N,0.015682906529381882
2014-06-30,ALL,EqualWeight_1N,-0.03469454687953558
2014-07-31,ALL,EqualWeight_1N,0.02152286306629808
2014-08-31,ALL,EqualWeight_1N,-0.03128612138047419
2014-09-30,ALL,EqualWeight_1N,-0.007809839445103351
2014-10-31,ALL,EqualWeight_1N,0.01244754785791118
2014-11-30,ALL,EqualWeight_1N,-0.04160145996833793
2014-12-31,ALL,EqualWeight_1N,-0.02016519923490416
2015-01-31,ALL,EqualWeight_1N,0.05729305123714241
2015-02-28,ALL,EqualWeight_1N,-0.008798447889746736
2015-03-31,ALL,EqualWeight_1N,0.023113650062337895
2015-04-30,ALL,EqualWeight_1N,-0.002265944025859473
2015-05-31,ALL,EqualWeight_1N,-0.018115216730343484
2015-06-30,ALL,EqualWeight_1N,0.002403545436440067
2015-07-31,ALL,EqualWeight_1N,-0.05878851253437298
2015-08-31,ALL,EqualWeight_1N,-0.03415091830101268
2015-09-30,ALL,EqualWeight_1N,0.06444035752698075
2015-10-31,ALL,EqualWeight_1N,-0.014298073004549099
2015-11-30,ALL,EqualWeight_1N,-0.012901585069254354
2015-12-31,ALL,EqualWeight_1N,-0.058564505979558375
2016-01-31,ALL,EqualWeight_1N,-0.016081510527927976
2016-02-29,ALL,EqualWeight_1N,0.06300016075264843
2016-03-31,ALL,EqualWeight_1N,0.02346016768051239
2016-04-30,ALL,EqualWeight_1N,0.0021126123572264926
2016-05-31,ALL,EqualWeight_1N,0.0030909205638297806
2016-06-30,ALL,EqualWeight_1N,0.02405725004060717
2016-07-31,ALL,EqualWeight_1N,-0.00025561078479597357
2016-08-31,ALL,EqualWeight_1N,0.008149930523165124
2016-09-30,ALL,EqualWeight_1N,-0.019269998227582606
2016-10-31,ALL,EqualWeight_1N,0.00245436845946115
2016-11-30,ALL,EqualWeight_1N,0.04330638859901417
2016-12-31,ALL,EqualWeight_1N,0.018416650990242714
2017-01-31,ALL,EqualWeight_1N,0.02226472498513507
2017-02-28,ALL,EqualWeight_1N,0.016879442286202855
2017-03-31,ALL,EqualWeight_1N,0.02577939414232506
2017-04-30,ALL,EqualWeight_1N,0.04107404438215216
2017-05-31,ALL,EqualWeight_1N,0.004322600626807433
2017-06-30,ALL,EqualWeight_1N,0.03140300081790444
2017-07-31,ALL,EqualWeight_1N,0.022579460879474923
2017-08-31,ALL,EqualWeight_1N,0.01821267483034953
2017-09-30,ALL,EqualWeight_1N,0.03028056326258165
2017-10-31,ALL,EqualWeight_1N,0.027243415005234306
2017-11-30,ALL,EqualWeight_1N,0.026460113226021112
2017-12-31,ALL,EqualWeight_1N,0.049697683047876924
2018-01-31,ALL,EqualWeight_1N,-0.04824257284887013
2018-02-28,ALL,EqualWeight_1N,-0.015661001369375156
2018-03-31,ALL,EqualWeight_1N,0.0260846664618622
2018-04-30,ALL,EqualWeight_1N,-0.0035233428597768414
2018-05-31,ALL,EqualWeight_1N,-0.011606478496003523
2018-06-30,ALL,EqualWeight_1N,0.02351304255275497
2018-07-31,ALL,EqualWeight_1N,-0.007625473348643802
2018-08-31,ALL,EqualWeight_1N,-0.00011883766780721765
2018-09-30,ALL,EqualWeight_1N,-0.06897329745289892
2018-10-31,ALL,EqualWeight_1N,0.005798548071849896
2018-11-30,ALL,EqualWeight_1N,-0.06809097463702507
2018-12-31,ALL,EqualWeight_1N,0.0742893775699088
2019-01-31,ALL,EqualWeight_1N,0.03421398583272625
2019-02-28,ALL,EqualWeight_1N,0.0074248090338931184
2019-03-31,ALL,EqualWeight_1N,0.040062131586429045
2019-04-30,ALL,EqualWeight_1N,-0.034479140296238484
2019-05-31,ALL,EqualWeight_1N,0.06294789907237605
2019-06-30,ALL,EqualWeight_1N,-0.010311644103978503
2019-07-31,ALL,EqualWeight_1N,-0.014023650362461237
2019-08-31,ALL,EqualWeight_1N,0.013426605827021817
2019-09-30,ALL,EqualWeight_1N,0.025829722562009653
2019-10-31,ALL,EqualWeight_1N,0.007717251556995902
2019-11-30,ALL,EqualWeight_1N,0.0319373428761482
2019-12-31,ALL,EqualWeight_1N,-0.01093427219103275
2020-01-31,ALL,EqualWeight_1N,-0.05924794095426747
2020-02-29,ALL,EqualWeight_1N,-0.16782890964164823
2020-03-31,ALL,EqualWeight_1N,0.08525844372420176
2020-04-30,ALL,EqualWeight_1N,0.06195783525706463
2020-05-31,ALL,EqualWeight_1N,0.03586476921851956
2020-06-30,ALL,EqualWeight_1N,0.06137244262472225
2020-07-31,ALL,EqualWeight_1N,0.07131137508225611
2020-08-31,ALL,EqualWeight_1N,-0.03238406341593346
2020-09-30,ALL,EqualWeight_1N,-0.019829429367975313
2020-10-31,ALL,EqualWeight_1N,0.14123608791755443
2020-11-30,ALL,EqualWeight_1N,0.1679325925777149
2020-12-31,ALL,EqualWeight_1N,0.011748452432973927
2021-01-31,ALL,EqualWeight_1N,0.05738691727624929
2021-02-28,ALL,EqualWeight_1N,0.02512879588830759
2021-03-31,ALL,EqualWeight_1N,0.045551725567711226
2021-04-30,ALL,EqualWeight_1N,0.011926981830260495
2021-05-31,ALL,EqualWeight_1N,-0.0031537456017318947
2021-06-30,ALL,EqualWeight_1N,0.01887896872852445
2021-07-31,ALL,EqualWeight_1N,0.0292473990348157
2021-08-31,ALL,EqualWeight_1N,-0.036611652252763444
2021-09-30,ALL,EqualWeight_1N,0.07439873093294458
2021-10-31,ALL,EqualWeight_1N,-0.04351923907864548
2021-11-30,ALL,EqualWeight_1N,0.01865756094706061
2021-12-31,ALL,EqualWeight_1N,-0.03963830363999488
2022-01-31,ALL,EqualWeight_1N,-0.019170152208394527
2022-02-28,ALL,EqualWeight_1N,0.03174701982859759
2022-03-31,ALL,EqualWeight_1N,-0.06481783696706366
2022-04-30,ALL,EqualWeight_1N,0.004359335761201621
2022-05-31,ALL,EqualWeight_1N,-0.11065034328181207
2022-06-30,ALL,EqualWeight_1N,0.09366290118910356
2022-07-31,ALL,EqualWeight_1N,-0.04871269640985026
2022-08-31,ALL,EqualWeight_1N,-0.09391025161992664
2022-09-30,ALL,EqualWeight_1N,0.06775788004231184
2022-10-31,ALL,EqualWeight_1N,0.07241064914359314
2022-11-30,ALL,EqualWeight_1N,-0.05072443840732905
2022-12-31,ALL,EqualWeight_1N,0.09535633417057611
2023-01-31,ALL,EqualWeight_1N,-0.026583746677214325
2023-02-28,ALL,EqualWeight_1N,0.026391442390034096
2023-03-31,ALL,EqualWeight_1N,0.012535010008725889
2023-04-30,ALL,EqualWeight_1N,-0.033555356814908247
2023-05-31,ALL,EqualWeight_1N,0.05552822379310784
2023-06-30,ALL,EqualWeight_1N,0.030702112964003634
2023-07-31,ALL,EqualWeight_1N,-0.035934329290443934
2023-08-31,ALL,EqualWeight_1N,-0.04183047055381759
2023-09-30,ALL,EqualWeight_1N,-0.009106138617316727
2023-10-31,ALL,EqualWeight_1N,0.08124763631789876
2023-11-30,ALL,EqualWeight_1N,0.050463893785130345
2023-12-31,ALL,EqualWeight_1N,-0.01393562557376444
2024-01-31,ALL,EqualWeight_1N,0.04824195673806286
2024-02-29,ALL,EqualWeight_1N,0.03963959172429972
2024-03-31,ALL,EqualWeight_1N,-0.03753878621098187
2024-04-30,ALL,EqualWeight_1N,0.06680084064234663
2024-05-31,ALL,EqualWeight_1N,-0.01556113972229856
2024-06-30,ALL,EqualWeight_1N,0.016034828999500556
2024-07-31,ALL,EqualWeight_1N,0.012503351250661359
2024-08-31,ALL,EqualWeight_1N,0.02221063945432703
2024-09-30,ALL,EqualWeight_1N,-0.025084928867294447
2024-10-31,ALL,EqualWeight_1N,0.044719041412784544
2024-11-30,ALL,EqualWeight_1N,-0.02502804925740648
2024-12-31,ALL,EqualWeight_1N,0.046212167798916334
2025-01-31,ALL,EqualWeight_1N,0.0023372306424001045
2025-02-28,ALL,EqualWeight_1N,-0.007846949436730057
2025-03-31,ALL,EqualWeight_1N,0.0012421915122640308
2025-04-30,ALL,EqualWeight_1N,0.058259862576928334
2025-05-31,ALL,EqualWeight_1N,0.035564926034396475
2025-06-30,ALL,EqualWeight_1N,0.006667346859226201
2025-07-31,ALL,EqualWeight_1N,0.02818636486012211
2025-08-31,ALL,EqualWeight_1N,0.009688818977998614
2025-09-30,ALL,EqualWeight_1N,0.0
2009-10-31,ALL,EqualWeight_LongShort,0.00205374054283
2009-11-30,ALL,EqualWeight_LongShort,-0.014978781610379643
2009-12-31,ALL,EqualWeight_LongShort,-0.007002634601071473
2010-01-31,ALL,EqualWeight_LongShort,0.013612359262871136
2010-02-28,ALL,EqualWeight_LongShort,-0.0003266982340082896
2010-03-31,ALL,EqualWeight_LongShort,0.030929261528405545
2010-04-30,ALL,EqualWeight_LongShort,0.025741088326057707
2010-05-31,ALL,EqualWeight_LongShort,-0.014528063535091082
2010-06-30,ALL,EqualWeight_LongShort,-0.03201892038962715
2010-07-31,ALL,EqualWeight_LongShort,0.015776606227993508
2010-08-31,ALL,EqualWeight_LongShort,-0.008187722623310089
2010-09-30,ALL,EqualWeight_LongShort,-0.00405239363207697
2010-10-31,ALL,EqualWeight_LongShort,-0.0032239970831940863
2010-11-30,ALL,EqualWeight_LongShort,-0.01253909095655328
2010-12-31,ALL,EqualWeight_LongShort,-0.010493907667975333
2011-01-31,ALL,EqualWeight_LongShort,-0.005524085600834587
2011-02-28,ALL,EqualWeight_LongShort,-0.005119705067900316
2011-03-31,ALL,EqualWeight_LongShort,0.0062838050495836
2011-04-30,ALL,EqualWeight_LongShort,-0.013035685498978275
2011-05-31,ALL,EqualWeight_LongShort,0.003556427127435345
2011-06-30,ALL,EqualWeight_LongShort,-0.005185330007271937
2011-07-31,ALL,EqualWeight_LongShort,0.007164297378969783
2011-08-31,ALL,EqualWeight_LongShort,0.0005421884769445202
2011-09-30,ALL,EqualWeight_LongShort,-0.002047146512451496
2011-10-31,ALL,EqualWeight_LongShort,0.004224878637565718
2011-11-30,ALL,EqualWeight_LongShort,0.02029815104163129
2011-12-31,ALL,EqualWeight_LongShort,0.012636169146674033
2012-01-31,ALL,EqualWeight_LongShort,-0.004838368675868187
2012-02-29,ALL,EqualWeight_LongShort,0.02470848556160305
2012-03-31,ALL,EqualWeight_LongShort,0.014482195454313382
2012-04-30,ALL,EqualWeight_LongShort,0.02407855750404992
2012-05-31,ALL,EqualWeight_LongShort,-0.0206014426726638
2012-06-30,ALL,EqualWeight_LongShort,0.008961597532996234
2012-07-31,ALL,EqualWeight_LongShort,-0.0144876960208819
2012-08-31,ALL,EqualWeight_LongShort,-0.0015503062592964142
2012-09-30,ALL,EqualWeight_LongShort,-0.00854828207609083
2012-10-31,ALL,EqualWeight_LongShort,0.00982793136696301
2012-11-30,ALL,EqualWeight_LongShort,-0.002156417641140392
2012-12-31,ALL,EqualWeight_LongShort,-0.005064543453156014
2013-01-31,ALL,EqualWeight_LongShort,-0.011043003616472813
2013-02-28,ALL,EqualWeight_LongShort,0.003775480581427332
2013-03-31,ALL,EqualWeight_LongShort,-0.017665438981640965
2013-04-30,ALL,EqualWeight_LongShort,-0.0017496440141049623
2013-05-31,ALL,EqualWeight_LongShort,0.007271129461551898
2013-06-30,ALL,EqualWeight_LongShort,-0.015095830989849846
2013-07-31,ALL,EqualWeight_LongShort,-0.0011447555988477313
2013-08-31,ALL,EqualWeight_LongShort,-0.03062278970652119
2013-09-30,ALL,EqualWeight_LongShort,0.002755485747274272
2013-10-31,ALL,EqualWeight_LongShort,0.01501691149506872
2013-11-30,ALL,EqualWeight_LongShort,-0.006937308490028956
2013-12-31,ALL,EqualWeight_LongShort,-0.004832292430161869
2014-01-31,ALL,EqualWeight_LongShort,-0.002103790413996571
2014-02-28,ALL,EqualWeight_LongShort,-0.003909559902130104
2014-03-31,ALL,EqualWeight_LongShort,-0.008252025340121042
2014-04-30,ALL,EqualWeight_LongShort,0.0023399211290613437
2014-05-31,ALL,EqualWeight_LongShort,0.0023093226414257133
2014-06-30,ALL,EqualWeight_LongShort,0.018861168178262028
2014-07-31,ALL,EqualWeight_LongShort,0.009108053138866678
2014-08-31,ALL,EqualWeight_LongShort,0.004705720734902331
2014-09-30,ALL,EqualWeight_LongShort,0.029381216779421834
2014-10-31,ALL,EqualWeight_LongShort,0.019529478213297043
2014-11-30,ALL,EqualWeight_LongShort,0.03289685014834412
2014-12-31,ALL,EqualWeight_LongShort,0.008077148906743091
2015-01-31,ALL,EqualWeight_LongShort,-0.010053551283270483
2015-02-28,ALL,EqualWeight_LongShort,-0.0027857966101919518
2015-03-31,ALL,EqualWeight_LongShort,-0.008977552090551202
2015-04-30,ALL,EqualWeight_LongShort,0.004282416365579958
2015-05-31,ALL,EqualWeight_LongShort,-0.00509975900769636
2015-06-30,ALL,EqualWeight_LongShort,0.015504228201774616
2015-07-31,ALL,EqualWeight_LongShort,-0.002198240299306448
2015-08-31,ALL,EqualWeight_LongShort,-0.00011230108711574797
2015-09-30,ALL,EqualWeight_LongShort,0.008669500499927863
2015-10-31,ALL,EqualWeight_LongShort,0.01050488934677411
2015-11-30,ALL,EqualWeight_LongShort,4.744239570017117e-05
2015-12-31,ALL,EqualWeight_LongShort,0.003843816684817845
2016-01-31,ALL,EqualWeight_LongShort,0.02914646604548092
2016-02-29,ALL,EqualWeight_LongShort,0.0012338318689237735
2016-03-31,ALL,EqualWeight_LongShort,-0.01975027628002091
2016-04-30,ALL,EqualWeight_LongShort,0.0079081560599138
2016-05-31,ALL,EqualWeight_LongShort,-0.008433903923871233
2016-06-30,ALL,EqualWeight_LongShort,0.003685548938550827
2016-07-31,ALL,EqualWeight_LongShort,-0.002643983510391043
2016-08-31,ALL,EqualWeight_LongShort,-0.0029227752278900066
2016-09-30,ALL,EqualWeight_LongShort,-0.003369308185754177
2016-10-31,ALL,EqualWeight_LongShort,0.02940790327050301
2016-11-30,ALL,EqualWeight_LongShort,-0.01738039954703665
2016-12-31,ALL,EqualWeight_LongShort,0.002536385095169514
2017-01-31,ALL,EqualWeight_LongShort,0.0065390625444054
2017-02-28,ALL,EqualWeight_LongShort,-0.003604184987845052
2017-03-31,ALL,EqualWeight_LongShort,0.00897596694306365
2017-04-30,ALL,EqualWeight_LongShort,0.018901977720933966
2017-05-31,ALL,EqualWeight_LongShort,-0.0024359655370941313
2017-06-30,ALL,EqualWeight_LongShort,0.002694782385642885
2017-07-31,ALL,EqualWeight_LongShort,0.0012212114271202574
2017-08-31,ALL,EqualWeight_LongShort,0.0012327720850271381
2017-09-30,ALL,EqualWeight_LongShort,0.0076893717097025055
2017-10-31,ALL,EqualWeight_LongShort,0.010701745263276306
2017-11-30,ALL,EqualWeight_LongShort,-0.0016294657022640525
2017-12-31,ALL,EqualWeight_LongShort,0.0052420868051135175
2018-01-31,ALL,EqualWeight_LongShort,0.006187963714950326
2018-02-28,ALL,EqualWeight_LongShort,-0.009546493027169905
2018-03-31,ALL,EqualWeight_LongShort,-0.0046296262865486194
2018-04-30,ALL,EqualWeight_LongShort,0.0031232506687519333
2018-05-31,ALL,EqualWeight_LongShort,0.010838572614154586
2018-06-30,ALL,EqualWeight_LongShort,0.009921909012934074
2018-07-31,ALL,EqualWeight_LongShort,0.022797851500550328
2018-08-31,ALL,EqualWeight_LongShort,-0.0038004187784313713
2018-09-30,ALL,EqualWeight_LongShort,-0.004878466721137899
2018-10-31,ALL,EqualWeight_LongShort,-0.015770378383223444
2018-11-30,ALL,EqualWeight_LongShort,0.0009139706642714582
2018-12-31,ALL,EqualWeight_LongShort,-0.015107785326180252
2019-01-31,ALL,EqualWeight_LongShort,-0.0037243440132858963
2019-02-28,ALL,EqualWeight_LongShort,-0.0021463996917438595
2019-03-31,ALL,EqualWeight_LongShort,0.012010951321084075
2019-04-30,ALL,EqualWeight_LongShort,0.019241072350805924
2019-05-31,ALL,EqualWeight_LongShort,0.010418972861861405
2019-06-30,ALL,EqualWeight_LongShort,-0.0008779706095945357
2019-07-31,ALL,EqualWeight_LongShort,-0.0015146590089938476
2019-08-31,ALL,EqualWeight_LongShort,-0.008150842861920063
2019-09-30,ALL,EqualWeight_LongShort,-0.010976302928848217
2019-10-31,ALL,EqualWeight_LongShort,0.010258765999592637
2019-11-30,ALL,EqualWeight_LongShort,-0.005162475500166133
2019-12-31,ALL,EqualWeight_LongShort,0.03429692115445481
2020-01-31,ALL,EqualWeight_LongShort,0.012679016328155086
2020-02-29,ALL,EqualWeight_LongShort,0.023177993964336167
2020-03-31,ALL,EqualWeight_LongShort,0.04279954777497277
2020-04-30,ALL,EqualWeight_LongShort,-0.003232561571867167
2020-05-31,ALL,EqualWeight_LongShort,-0.0022102059684526824
2020-06-30,ALL,EqualWeight_LongShort,0.0285659425818578
2020-07-31,ALL,EqualWeight_LongShort,0.01634706283705111
2020-08-31,ALL,EqualWeight_LongShort,0.01090944907770408
2020-09-30,ALL,EqualWeight_LongShort,0.005171979501669633
2020-10-31,ALL,EqualWeight_LongShort,0.009611326125728046
2020-11-30,ALL,EqualWeight_LongShort,0.02793269048641147
