Date,Universe,Strategy,Ticker,Weight
2009-10-31,A,EqualWeight_1N,DIA,0.07692307692307693
2009-10-31,A,EqualWeight_1N,IJR,0.07692307692307693
2009-10-31,A,EqualWeight_1N,MDY,0.07692307692307693
2009-10-31,A,EqualWeight_1N,MTUM,0.07692307692307693
2009-10-31,A,EqualWeight_1N,ONEQ,0.07692307692307693
2009-10-31,A,EqualWeight_1N,QQQ,0.07692307692307693
2009-10-31,A,EqualWeight_1N,QUAL,0.07692307692307693
2009-10-31,A,EqualWeight_1N,RSP,0.07692307692307693
2009-10-31,A,EqualWeight_1N,SPY,0.07692307692307693
2009-10-31,A,EqualWeight_1N,USMV,0.07692307692307693
2009-10-31,A,EqualWeight_1N,VNQ,0.07692307692307693
2009-10-31,A,EqualWeight_1N,VTV,0.07692307692307693
2009-10-31,A,EqualWeight_1N,VUG,0.07692307692307693
2009-11-30,A,EqualWeight_1N,DIA,0.07692307692307693
2009-11-30,A,EqualWeight_1N,IJR,0.07692307692307693
2009-11-30,A,EqualWeight_1N,MDY,0.07692307692307693
2009-11-30,A,EqualWeight_1N,MTUM,0.07692307692307693
2009-11-30,A,EqualWeight_1N,ONEQ,0.07692307692307693
2009-11-30,A,EqualWeight_1N,QQQ,0.07692307692307693
2009-11-30,A,EqualWeight_1N,QUAL,0.07692307692307693
2009-11-30,A,EqualWeight_1N,RSP,0.07692307692307693
2009-11-30,A,EqualWeight_1N,SPY,0.07692307692307693
2009-11-30,A,EqualWeight_1N,USMV,0.07692307692307693
2009-11-30,A,EqualWeight_1N,VNQ,0.07692307692307693
2009-11-30,A,EqualWeight_1N,VTV,0.07692307692307693
2009-11-30,A,EqualWeight_1N,VUG,0.07692307692307693
2009-12-31,A,EqualWeight_1N,DIA,0.07692307692307693
2009-12-31,A,EqualWeight_1N,IJR,0.07692307692307693
2009-12-31,A,EqualWeight_1N,MDY,0.07692307692307693
2009-12-31,A,EqualWeight_1N,MTUM,0.07692307692307693
2009-12-31,A,EqualWeight_1N,ONEQ,0.07692307692307693
2009-12-31,A,EqualWeight_1N,QQQ,0.07692307692307693
2009-12-31,A,EqualWeight_1N,QUAL,0.07692307692307693
2009-12-31,A,EqualWeight_1N,RSP,0.07692307692307693
2009-12-31,A,EqualWeight_1N,SPY,0.07692307692307693
2009-12-31,A,EqualWeight_1N,USMV,0.07692307692307693
2009-12-31,A,EqualWeight_1N,VNQ,0.07692307692307693
2009-12-31,A,EqualWeight_1N,VTV,0.07692307692307693
2009-12-31,A,EqualWeight_1N,VUG,0.07692307692307693
2010-01-31,A,EqualWeight_1N,DIA,0.07692307692307693
2010-01-31,A,EqualWeight_1N,IJR,0.07692307692307693
2010-01-31,A,EqualWeight_1N,MDY,0.07692307692307693
2010-01-31,A,EqualWeight_1N,MTUM,0.07692307692307693
2010-01-31,A,EqualWeight_1N,ONEQ,0.07692307692307693
2010-01-31,A,EqualWeight_1N,QQQ,0.07692307692307693
2010-01-31,A,EqualWeight_1N,QUAL,0.07692307692307693
2010-01-31,A,EqualWeight_1N,RSP,0.07692307692307693
2010-01-31,A,EqualWeight_1N,SPY,0.07692307692307693
2010-01-31,A,EqualWeight_1N,USMV,0.07692307692307693
