Universe,Strategy,months,CAGR,Vol_annual,Sharpe,Sortino,MaxDD,Calmar,HitRate,Skew,Kurtosis,CEQ_g3,CEQ_g5,MSFE_portfolio_raw,OOS_R2_portfolio_raw,Turnover_monthly_mean,Train_NET_Label_Offset,Train_NET_Tau_Est,Cost_bps_oneway,DSR_pvalue
A,ML_RF_longshort_costaware_5bps_netlabels,192,0.12666454165999075,0.1522247262266901,0.8637914805097886,1.177834159678056,-0.2742464650598573,0.4618638990746693,0.65625,-0.6079110969319258,0.6057893616376857,0.09673187072536374,0.073559503450573,1.1367186817140326e-08,0.9999944306908519,0.08039215948305482,2.5e-05,0.05,5.0,0.0
ALL,ML_RF_longshort_costaware_5bps_netlabels,192,0.09036422204064687,0.19600701292954287,0.5386179587759853,0.8857876602511194,-0.41894788249994996,0.21569323014935554,0.5677083333333334,0.45818319937011276,2.1071516006995266,0.04794477353354555,0.009526024415983561,1.5273437528935025e-08,0.9999953181821755,0.1421568631317284,2.5e-05,0.05,5.0,2.6423307986078726e-14
B,ML_RF_longshort_costaware_5bps_netlabels,192,0.03558377295191373,0.17226647791560962,0.29002836663405224,0.4261064515100932,-0.49331400976262973,0.07213209486800455,0.5625,-0.38194193822841677,0.8809328916349703,0.005448556095491455,-0.024227183317957778,1.2304687405039229e-08,0.9999950332916266,0.08627451103121007,2.5e-05,0.05,5.0,9.304074299887333e-05
C,ML_RF_longshort_costaware_5bps_netlabels,192,0.04509105175900374,0.21786771427044133,0.3089717181700747,0.563497866932674,-0.5314443707141159,0.08484623084522223,0.4635416666666667,0.5226929068664063,1.1676733351532471,-0.003884549370214832,-0.051350890291641485,6.315104265685137e-09,0.9999984078474999,0.07957516542504052,2.5e-05,0.05,5.0,3.0102341312954195e-06
