Date,Universe,Model,Calib,Ticker,Weight
2011-11-30,A,LGBM_longonly,isotonic,DIA,3.556176557661995e-11
2011-12-31,A,LGBM_longonly,isotonic,DIA,0.19999999999476462
2012-01-31,A,LGBM_longonly,isotonic,DIA,0.19999999995148496
2012-02-29,A,LGBM_longonly,isotonic,DIA,0.1999999998393145
2012-03-31,A,LGBM_longonly,isotonic,DIA,0.1999999999228996
2012-04-30,A,LGBM_longonly,isotonic,DIA,0.19999999996852574
2012-05-31,A,LGBM_longonly,isotonic,DIA,3.726487585534908e-10
2012-06-30,A,LGBM_longonly,isotonic,DIA,0.19999999998401335
2012-07-31,A,LGBM_longonly,isotonic,DIA,3.0033596221951634e-12
2012-08-31,A,LGBM_longonly,isotonic,DIA,0.1999999998749505
2012-09-30,A,LGBM_longonly,isotonic,DIA,2.5274117065232377e-10
2012-10-31,A,LGBM_longonly,isotonic,DIA,4.831087211900905e-11
2012-11-30,A,LGBM_longonly,isotonic,DIA,0.19999999999284673
2012-12-31,A,LGBM_longonly,isotonic,DIA,6.178391742696681e-12
2013-01-31,A,LGBM_longonly,isotonic,DIA,0.19999999984682557
2013-02-28,A,LGBM_longonly,isotonic,DIA,0.19999999995948078
2013-03-31,A,LGBM_longonly,isotonic,DIA,0.19999999999249618
2013-04-30,A,LGBM_longonly,isotonic,DIA,0.19999999999059742
2013-05-31,A,LGBM_longonly,isotonic,DIA,0.19999999996806225
2013-06-30,A,LGBM_longonly,isotonic,DIA,5.662989270368915e-12
2013-07-31,A,LGBM_longonly,isotonic,DIA,0.19999999999841858
2013-08-31,A,LGBM_longonly,isotonic,DIA,1.9067146428918037e-10
2013-09-30,A,LGBM_longonly,isotonic,DIA,0.19999999993886858
2013-10-31,A,LGBM_longonly,isotonic,DIA,0.19999999989998535
2013-11-30,A,LGBM_longonly,isotonic,DIA,0.1999999999040424
2013-12-31,A,LGBM_longonly,isotonic,DIA,2.84310563026111e-11
2014-01-31,A,LGBM_longonly,isotonic,DIA,5.663789049599522e-12
2014-02-28,A,LGBM_longonly,isotonic,DIA,1.2993528393553426e-10
2014-03-31,A,LGBM_longonly,isotonic,DIA,0.19999999988552036
2014-04-30,A,LGBM_longonly,isotonic,DIA,2.7423910092710544e-11
2014-05-31,A,LGBM_longonly,isotonic,DIA,0.19999999972592292
2014-06-30,A,LGBM_longonly,isotonic,DIA,2.7665341905416833e-11
2014-07-31,A,LGBM_longonly,isotonic,DIA,9.950678526495828e-13
2014-08-31,A,LGBM_longonly,isotonic,DIA,5.800190210041924e-11
2014-09-30,A,LGBM_longonly,isotonic,DIA,1.3429793598616548e-11
2014-10-31,A,LGBM_longonly,isotonic,DIA,1.0203270234834182e-11
2014-11-30,A,LGBM_longonly,isotonic,DIA,3.2188127285870805e-12
2014-12-31,A,LGBM_longonly,isotonic,DIA,3.3847729961769317e-10
2015-01-31,A,LGBM_longonly,isotonic,DIA,3.963047843092509e-11
2015-02-28,A,LGBM_longonly,isotonic,DIA,0.19999999994754186
2015-03-31,A,LGBM_longonly,isotonic,DIA,0.19999999999867796
2015-04-30,A,LGBM_longonly,isotonic,DIA,3.2659505059139243e-10
2015-05-31,A,LGBM_longonly,isotonic,DIA,0.19999999981856686
2015-06-30,A,LGBM_longonly,isotonic,DIA,2.892538228691804e-12
2015-07-31,A,LGBM_longonly,isotonic,DIA,0.19999999998744802
2015-08-31,A,LGBM_longonly,isotonic,DIA,2.8224564936593287e-12
2015-09-30,A,LGBM_longonly,isotonic,DIA,0.1999999992872673
2015-10-31,A,LGBM_longonly,isotonic,DIA,0.19999999991487896
2015-11-30,A,LGBM_longonly,isotonic,DIA,2.947511859543485e-11
2015-12-31,A,LGBM_longonly,isotonic,DIA,1.1217011570876298e-12
2016-01-31,A,LGBM_longonly,isotonic,DIA,0.19999999984812875
2016-02-29,A,LGBM_longonly,isotonic,DIA,5.624067124282371e-11
2016-03-31,A,LGBM_longonly,isotonic,DIA,2.8015840768598557e-11
2016-04-30,A,LGBM_longonly,isotonic,DIA,3.7636056199124775e-11
2016-05-31,A,LGBM_longonly,isotonic,DIA,1.0090523255061606e-11
2016-06-30,A,LGBM_longonly,isotonic,DIA,0.19999999996079978
2016-07-31,A,LGBM_longonly,isotonic,DIA,0.19999999999838372
2016-08-31,A,LGBM_longonly,isotonic,DIA,3.5144162137934203e-10
2016-09-30,A,LGBM_longonly,isotonic,DIA,0.19999999975161661
2016-10-31,A,LGBM_longonly,isotonic,DIA,1.8737199086645088e-10
2016-11-30,A,LGBM_longonly,isotonic,DIA,1.5076194275480946e-11
2016-12-31,A,LGBM_longonly,isotonic,DIA,0.19999999999748747
2017-01-31,A,LGBM_longonly,isotonic,DIA,0.19999999997207268
2017-02-28,A,LGBM_longonly,isotonic,DIA,1.6988793966627418e-10
2017-03-31,A,LGBM_longonly,isotonic,DIA,2.6979110659938577e-11
2017-04-30,A,LGBM_longonly,isotonic,DIA,6.991556255430505e-12
2017-05-31,A,LGBM_longonly,isotonic,DIA,5.9722722828136e-12
2017-06-30,A,LGBM_longonly,isotonic,DIA,0.19999999999017268
2017-07-31,A,LGBM_longonly,isotonic,DIA,0.19999999998565218
2017-08-31,A,LGBM_longonly,isotonic,DIA,6.079143023239669e-12
2017-09-30,A,LGBM_longonly,isotonic,DIA,0.19999999969316168
2017-10-31,A,LGBM_longonly,isotonic,DIA,1.4447343253943988e-11
2017-11-30,A,LGBM_longonly,isotonic,DIA,0.1999999999829111
2017-12-31,A,LGBM_longonly,isotonic,DIA,0.1999999999942783
2018-01-31,A,LGBM_longonly,isotonic,DIA,4.7773685737747985e-11
2018-02-28,A,LGBM_longonly,isotonic,DIA,0.1999999999868442
2018-03-31,A,LGBM_longonly,isotonic,DIA,3.4793287536322833e-12
2018-04-30,A,LGBM_longonly,isotonic,DIA,1.508628821648936e-11
2018-05-31,A,LGBM_longonly,isotonic,DIA,2.8542628164569054e-11
2018-06-30,A,LGBM_longonly,isotonic,DIA,1.285180324746516e-10
2018-07-31,A,LGBM_longonly,isotonic,DIA,3.425570711857195e-10
2018-08-31,A,LGBM_longonly,isotonic,DIA,4.5465043237300986e-11
2018-09-30,A,LGBM_longonly,isotonic,DIA,4.312582279449073e-12
2018-10-31,A,LGBM_longonly,isotonic,DIA,2.6488067302567264e-11
2018-11-30,A,LGBM_longonly,isotonic,DIA,2.375168630193214e-10
2018-12-31,A,LGBM_longonly,isotonic,DIA,1.8079641018249734e-11
2019-01-31,A,LGBM_longonly,isotonic,DIA,1.5601880003206e-12
2019-02-28,A,LGBM_longonly,isotonic,DIA,1.0328161258353189e-10
2019-03-31,A,LGBM_longonly,isotonic,DIA,8.954810508484845e-11
2019-04-30,A,LGBM_longonly,isotonic,DIA,1.1146619515010864e-11
2019-05-31,A,LGBM_longonly,isotonic,DIA,2.3310382987441243e-11
2019-06-30,A,LGBM_longonly,isotonic,DIA,4.355785184351526e-12
2019-07-31,A,LGBM_longonly,isotonic,DIA,1.076482474659502e-11
2019-08-31,A,LGBM_longonly,isotonic,DIA,0.1999999999575161
2019-09-30,A,LGBM_longonly,isotonic,DIA,4.896982273342806e-12
2019-10-31,A,LGBM_longonly,isotonic,DIA,5.629860328692769e-12
2019-11-30,A,LGBM_longonly,isotonic,DIA,1.486772760739866e-10
2019-12-31,A,LGBM_longonly,isotonic,DIA,1.0181292945137717e-11
2020-01-31,A,LGBM_longonly,isotonic,DIA,0.19999999990834566
2020-02-29,A,LGBM_longonly,isotonic,DIA,3.146956469703598e-11
2020-03-31,A,LGBM_longonly,isotonic,DIA,1.349806460272466e-12
2020-04-30,A,LGBM_longonly,isotonic,DIA,9.812664537449746e-12
2020-05-31,A,LGBM_longonly,isotonic,DIA,4.2415886360825435e-11
2020-06-30,A,LGBM_longonly,isotonic,DIA,2.0408477401642953e-09
2020-07-31,A,LGBM_longonly,isotonic,DIA,8.995585650072416e-12
2020-08-31,A,LGBM_longonly,isotonic,DIA,9.911942972244625e-13
2020-09-30,A,LGBM_longonly,isotonic,DIA,1.735599327362657e-11
2020-10-31,A,LGBM_longonly,isotonic,DIA,0.19999999991349407
2020-11-30,A,LGBM_longonly,isotonic,DIA,6.740834928151956e-11
2020-12-31,A,LGBM_longonly,isotonic,DIA,2.057291824449255e-12
2021-01-31,A,LGBM_longonly,isotonic,DIA,1.4114958881898666e-11
2021-02-28,A,LGBM_longonly,isotonic,DIA,0.1999999999736892
2021-03-31,A,LGBM_longonly,isotonic,DIA,0.199999999940048
2021-04-30,A,LGBM_longonly,isotonic,DIA,3.738126433156985e-11
2021-05-31,A,LGBM_longonly,isotonic,DIA,0.19999999986137035
2021-06-30,A,LGBM_longonly,isotonic,DIA,0.19999999992821724
2021-07-31,A,LGBM_longonly,isotonic,DIA,1.7836773775636166e-11
2021-08-31,A,LGBM_longonly,isotonic,DIA,8.712518696358515e-12
2021-09-30,A,LGBM_longonly,isotonic,DIA,1.5548651422532316e-10
2021-10-31,A,LGBM_longonly,isotonic,DIA,0.19999999998272544
2021-11-30,A,LGBM_longonly,isotonic,DIA,1.417302260384756e-11
2021-12-31,A,LGBM_longonly,isotonic,DIA,6.507274974629153e-11
2022-01-31,A,LGBM_longonly,isotonic,DIA,7.466682231039922e-12
2022-02-28,A,LGBM_longonly,isotonic,DIA,3.055662133983172e-11
2022-03-31,A,LGBM_longonly,isotonic,DIA,6.284964195048481e-12
2022-04-30,A,LGBM_longonly,isotonic,DIA,1.4432176603428135e-11
2022-05-31,A,LGBM_longonly,isotonic,DIA,5.379378777593804e-12
2022-06-30,A,LGBM_longonly,isotonic,DIA,0.19999999998009263
2022-07-31,A,LGBM_longonly,isotonic,DIA,1.2000222967452908e-11
2022-08-31,A,LGBM_longonly,isotonic,DIA,3.2571553978782137e-10
2022-09-30,A,LGBM_longonly,isotonic,DIA,2.5388638047892103e-12
2022-10-31,A,LGBM_longonly,isotonic,DIA,0.19999999990133954
2022-11-30,A,LGBM_longonly,isotonic,DIA,1.2086729409736179e-11
2022-12-31,A,LGBM_longonly,isotonic,DIA,2.6521368940415138e-12
2023-01-31,A,LGBM_longonly,isotonic,DIA,6.095434967713616e-12
2023-02-28,A,LGBM_longonly,isotonic,DIA,5.932827561359671e-12
2023-03-31,A,LGBM_longonly,isotonic,DIA,1.7867306998942905e-12
2023-04-30,A,LGBM_longonly,isotonic,DIA,1.995661215495691e-11
2023-05-31,A,LGBM_longonly,isotonic,DIA,7.35290471318233e-12
2023-06-30,A,LGBM_longonly,isotonic,DIA,9.85656859108017e-12
2023-07-31,A,LGBM_longonly,isotonic,DIA,6.950639112027982e-11
2023-08-31,A,LGBM_longonly,isotonic,DIA,2.909526650699287e-12
2023-09-30,A,LGBM_longonly,isotonic,DIA,3.244556066634812e-11
2023-10-31,A,LGBM_longonly,isotonic,DIA,1.1474001473949235e-10
2023-11-30,A,LGBM_longonly,isotonic,DIA,1.0306514644772163e-10
2023-12-31,A,LGBM_longonly,isotonic,DIA,5.627911882029638e-12
2024-01-31,A,LGBM_longonly,isotonic,DIA,1.509562229918398e-11
2024-02-29,A,LGBM_longonly,isotonic,DIA,7.273127864501059e-11
2024-03-31,A,LGBM_longonly,isotonic,DIA,1.0080759672999112e-11
2024-04-30,A,LGBM_longonly,isotonic,DIA,0.19999999993655654
2024-05-31,A,LGBM_longonly,isotonic,DIA,1.301426386766663e-11
2024-06-30,A,LGBM_longonly,isotonic,DIA,2.641515552272311e-13
2024-07-31,A,LGBM_longonly,isotonic,DIA,0.19999999999733112
2024-08-31,A,LGBM_longonly,isotonic,DIA,1.427534430542256e-12
2024-09-30,A,LGBM_longonly,isotonic,DIA,9.203451347568879e-12
2024-10-31,A,LGBM_longonly,isotonic,DIA,6.287188108099208e-13
2024-11-30,A,LGBM_longonly,isotonic,DIA,0.1999999999893263
2024-12-31,A,LGBM_longonly,isotonic,DIA,0.19999999998925153
2025-01-31,A,LGBM_longonly,isotonic,DIA,0.1999999999803216
2025-02-28,A,LGBM_longonly,isotonic,DIA,0.19999999999954374
2025-03-31,A,LGBM_longonly,isotonic,DIA,1.6127810842324857e-11
2025-04-30,A,LGBM_longonly,isotonic,DIA,4.635538044360013e-12
2025-05-31,A,LGBM_longonly,isotonic,DIA,0.19999999994644166
2025-06-30,A,LGBM_longonly,isotonic,DIA,3.3116637049039554e-12
2025-07-31,A,LGBM_longonly,isotonic,DIA,8.665434467352298e-12
2025-08-31,A,LGBM_longonly,isotonic,DIA,2.1544861809422178e-12
2025-09-30,A,LGBM_longonly,isotonic,DIA,0.19999999999903026
2008-09-30,A,LGBM_longonly,isotonic,IJR,
2008-10-31,A,LGBM_longonly,isotonic,IJR,
2008-11-30,A,LGBM_longonly,isotonic,IJR,
2008-12-31,A,LGBM_longonly,isotonic,IJR,
2009-01-31,A,LGBM_longonly,isotonic,IJR,
2009-02-28,A,LGBM_longonly,isotonic,IJR,
2009-03-31,A,LGBM_longonly,isotonic,IJR,
2009-04-30,A,LGBM_longonly,isotonic,IJR,
2009-05-31,A,LGBM_longonly,isotonic,IJR,
2009-06-30,A,LGBM_longonly,isotonic,IJR,
2009-07-31,A,LGBM_longonly,isotonic,IJR,
2009-08-31,A,LGBM_longonly,isotonic,IJR,
2009-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999999170567
2009-10-31,A,LGBM_longonly,isotonic,IJR,0.19999999998328172
2009-11-30,A,LGBM_longonly,isotonic,IJR,4.124397288961249e-13
2009-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999999598053
2010-01-31,A,LGBM_longonly,isotonic,IJR,0.1999999999685661
2010-02-28,A,LGBM_longonly,isotonic,IJR,0.1999999999998224
2010-03-31,A,LGBM_longonly,isotonic,IJR,2.1073761976129828e-13
2010-04-30,A,LGBM_longonly,isotonic,IJR,0.19999999999853124
2010-05-31,A,LGBM_longonly,isotonic,IJR,3.054438501266769e-11
2010-06-30,A,LGBM_longonly,isotonic,IJR,3.942129189024026e-11
2010-07-31,A,LGBM_longonly,isotonic,IJR,6.657898448086959e-12
2010-08-31,A,LGBM_longonly,isotonic,IJR,1.7422914751339553e-12
2010-09-30,A,LGBM_longonly,isotonic,IJR,4.067561360317463e-11
2010-10-31,A,LGBM_longonly,isotonic,IJR,0.19999999999640053
2010-11-30,A,LGBM_longonly,isotonic,IJR,0.19999999999804743
2010-12-31,A,LGBM_longonly,isotonic,IJR,4.620811378075863e-09
2011-01-31,A,LGBM_longonly,isotonic,IJR,0.19999999997879525
2011-02-28,A,LGBM_longonly,isotonic,IJR,4.249080834736913e-13
2011-03-31,A,LGBM_longonly,isotonic,IJR,1.6212312509654214e-13
2011-04-30,A,LGBM_longonly,isotonic,IJR,3.8075051354030614e-12
2011-05-31,A,LGBM_longonly,isotonic,IJR,4.444312618293635e-12
2011-06-30,A,LGBM_longonly,isotonic,IJR,5.512042575617182e-12
2011-07-31,A,LGBM_longonly,isotonic,IJR,1.348566482579003e-11
2011-08-31,A,LGBM_longonly,isotonic,IJR,1.1971102173511386e-11
2011-09-30,A,LGBM_longonly,isotonic,IJR,2.38112164650706e-13
2011-10-31,A,LGBM_longonly,isotonic,IJR,0.1999999999951813
2011-11-30,A,LGBM_longonly,isotonic,IJR,0.1999999999763981
2011-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999996170673
2012-01-31,A,LGBM_longonly,isotonic,IJR,1.8762251519020736e-11
2012-02-29,A,LGBM_longonly,isotonic,IJR,0.19999999999957913
2012-03-31,A,LGBM_longonly,isotonic,IJR,4.2457286681430405e-11
2012-04-30,A,LGBM_longonly,isotonic,IJR,0.19999999996912193
2012-05-31,A,LGBM_longonly,isotonic,IJR,0.19999999996946835
2012-06-30,A,LGBM_longonly,isotonic,IJR,2.3549900296232085e-11
2012-07-31,A,LGBM_longonly,isotonic,IJR,0.19999999995137221
2012-08-31,A,LGBM_longonly,isotonic,IJR,0.19999999991360015
2012-09-30,A,LGBM_longonly,isotonic,IJR,2.304453322296833e-10
2012-10-31,A,LGBM_longonly,isotonic,IJR,0.199999999977593
2012-11-30,A,LGBM_longonly,isotonic,IJR,8.32633627823025e-12
2012-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999996411405
2013-01-31,A,LGBM_longonly,isotonic,IJR,7.067806017859763e-12
2013-02-28,A,LGBM_longonly,isotonic,IJR,0.19999999981348324
2013-03-31,A,LGBM_longonly,isotonic,IJR,8.809760335407815e-11
2013-04-30,A,LGBM_longonly,isotonic,IJR,1.3279145142917044e-11
2013-05-31,A,LGBM_longonly,isotonic,IJR,1.4839194175167059e-12
2013-06-30,A,LGBM_longonly,isotonic,IJR,2.5144995680187176e-12
2013-07-31,A,LGBM_longonly,isotonic,IJR,3.1120722204942086e-13
2013-08-31,A,LGBM_longonly,isotonic,IJR,0.199999999289697
2013-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999999147905
2013-10-31,A,LGBM_longonly,isotonic,IJR,0.19999999989430373
2013-11-30,A,LGBM_longonly,isotonic,IJR,0.19999999998377466
2013-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999989697614
2014-01-31,A,LGBM_longonly,isotonic,IJR,2.580224272537016e-11
2014-02-28,A,LGBM_longonly,isotonic,IJR,2.7855066017725653e-11
2014-03-31,A,LGBM_longonly,isotonic,IJR,0.19999999988432685
2014-04-30,A,LGBM_longonly,isotonic,IJR,5.377250178307152e-10
2014-05-31,A,LGBM_longonly,isotonic,IJR,3.3202778881104303e-11
2014-06-30,A,LGBM_longonly,isotonic,IJR,8.58133521230885e-12
2014-07-31,A,LGBM_longonly,isotonic,IJR,4.678268576593642e-12
2014-08-31,A,LGBM_longonly,isotonic,IJR,0.19999999996198284
2014-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999998289483
2014-10-31,A,LGBM_longonly,isotonic,IJR,0.19999999999350213
2014-11-30,A,LGBM_longonly,isotonic,IJR,0.19999999999675636
2014-12-31,A,LGBM_longonly,isotonic,IJR,4.884488414287524e-10
2015-01-31,A,LGBM_longonly,isotonic,IJR,7.237562625282083e-12
2015-02-28,A,LGBM_longonly,isotonic,IJR,0.19999999999303245
2015-03-31,A,LGBM_longonly,isotonic,IJR,0.19999999999742257
2015-04-30,A,LGBM_longonly,isotonic,IJR,0.19999999997706386
2015-05-31,A,LGBM_longonly,isotonic,IJR,1.502599256688912e-11
2015-06-30,A,LGBM_longonly,isotonic,IJR,0.19999999998825174
2015-07-31,A,LGBM_longonly,isotonic,IJR,0.19999999999760393
2015-08-31,A,LGBM_longonly,isotonic,IJR,2.6644673280403786e-12
2015-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999999087967
2015-10-31,A,LGBM_longonly,isotonic,IJR,3.2327443234404403e-11
2015-11-30,A,LGBM_longonly,isotonic,IJR,7.924218000635913e-12
2015-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999999953183
2016-01-31,A,LGBM_longonly,isotonic,IJR,0.19999999995348214
2016-02-29,A,LGBM_longonly,isotonic,IJR,0.19999999997227147
2016-03-31,A,LGBM_longonly,isotonic,IJR,4.505043981973965e-11
2016-04-30,A,LGBM_longonly,isotonic,IJR,0.1999999999952518
2016-05-31,A,LGBM_longonly,isotonic,IJR,5.146195213228704e-12
2016-06-30,A,LGBM_longonly,isotonic,IJR,7.743020107107628e-12
2016-07-31,A,LGBM_longonly,isotonic,IJR,0.19999999998661555
2016-08-31,A,LGBM_longonly,isotonic,IJR,8.38957726595509e-12
2016-09-30,A,LGBM_longonly,isotonic,IJR,2.9970384892492315e-11
2016-10-31,A,LGBM_longonly,isotonic,IJR,6.256491027691156e-11
2016-11-30,A,LGBM_longonly,isotonic,IJR,5.931322716294567e-11
2016-12-31,A,LGBM_longonly,isotonic,IJR,0.1999999999916498
2017-01-31,A,LGBM_longonly,isotonic,IJR,8.896515301297823e-12
2017-02-28,A,LGBM_longonly,isotonic,IJR,6.801387356629503e-12
2017-03-31,A,LGBM_longonly,isotonic,IJR,2.0577620014029928e-11
2017-04-30,A,LGBM_longonly,isotonic,IJR,5.547395503195605e-11
2017-05-31,A,LGBM_longonly,isotonic,IJR,0.19999999988834727
2017-06-30,A,LGBM_longonly,isotonic,IJR,0.19999999999426446
2017-07-31,A,LGBM_longonly,isotonic,IJR,7.182124962862976e-12
2017-08-31,A,LGBM_longonly,isotonic,IJR,0.1999999999849183
2017-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999974699587
2017-10-31,A,LGBM_longonly,isotonic,IJR,7.434522905618024e-12
2017-11-30,A,LGBM_longonly,isotonic,IJR,4.550708491830537e-12
2017-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999998832146
2018-01-31,A,LGBM_longonly,isotonic,IJR,0.19999999995537843
2018-02-28,A,LGBM_longonly,isotonic,IJR,0.19999999999401585
2018-03-31,A,LGBM_longonly,isotonic,IJR,0.1999999999964705
2018-04-30,A,LGBM_longonly,isotonic,IJR,8.510156877638362e-11
2018-05-31,A,LGBM_longonly,isotonic,IJR,0.19999999926088705
2018-06-30,A,LGBM_longonly,isotonic,IJR,0.19999999995555445
2018-07-31,A,LGBM_longonly,isotonic,IJR,4.33782652308698e-11
2018-08-31,A,LGBM_longonly,isotonic,IJR,1.6603941328545596e-11
2018-09-30,A,LGBM_longonly,isotonic,IJR,1.0455738615645057e-11
2018-10-31,A,LGBM_longonly,isotonic,IJR,0.19999999997644377
2018-11-30,A,LGBM_longonly,isotonic,IJR,0.19999999995702827
2018-12-31,A,LGBM_longonly,isotonic,IJR,3.478490499928842e-12
2019-01-31,A,LGBM_longonly,isotonic,IJR,0.1999999999561337
2019-02-28,A,LGBM_longonly,isotonic,IJR,0.19999999719237452
2019-03-31,A,LGBM_longonly,isotonic,IJR,5.1063930722033804e-11
2019-04-30,A,LGBM_longonly,isotonic,IJR,9.2552175047594e-11
2019-05-31,A,LGBM_longonly,isotonic,IJR,2.367396871785597e-11
2019-06-30,A,LGBM_longonly,isotonic,IJR,4.661508852493572e-12
2019-07-31,A,LGBM_longonly,isotonic,IJR,0.19999999997798476
2019-08-31,A,LGBM_longonly,isotonic,IJR,2.145754293301746e-11
2019-09-30,A,LGBM_longonly,isotonic,IJR,6.568055169351486e-11
2019-10-31,A,LGBM_longonly,isotonic,IJR,0.1999999999967079
2019-11-30,A,LGBM_longonly,isotonic,IJR,2.9334344754092255e-12
2019-12-31,A,LGBM_longonly,isotonic,IJR,7.888911072793459e-12
2020-01-31,A,LGBM_longonly,isotonic,IJR,8.884485071844373e-12
2020-02-29,A,LGBM_longonly,isotonic,IJR,5.7392759883105885e-11
2020-03-31,A,LGBM_longonly,isotonic,IJR,0.1999999999973333
2020-04-30,A,LGBM_longonly,isotonic,IJR,0.19999999994879863
2020-05-31,A,LGBM_longonly,isotonic,IJR,2.9157513248389405e-11
2020-06-30,A,LGBM_longonly,isotonic,IJR,2.4359528658338667e-11
2020-07-31,A,LGBM_longonly,isotonic,IJR,1.1178014815379166e-11
2020-08-31,A,LGBM_longonly,isotonic,IJR,2.000307395416122e-12
2020-09-30,A,LGBM_longonly,isotonic,IJR,5.750985025779827e-13
2020-10-31,A,LGBM_longonly,isotonic,IJR,7.580992814202344e-10
2020-11-30,A,LGBM_longonly,isotonic,IJR,0.19999999986522268
2020-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999999867193
2021-01-31,A,LGBM_longonly,isotonic,IJR,0.19999999999687618
2021-02-28,A,LGBM_longonly,isotonic,IJR,5.361866088081044e-12
2021-03-31,A,LGBM_longonly,isotonic,IJR,6.915949052247285e-13
2021-04-30,A,LGBM_longonly,isotonic,IJR,1.6429590402385412e-11
2021-05-31,A,LGBM_longonly,isotonic,IJR,8.119767687904836e-10
2021-06-30,A,LGBM_longonly,isotonic,IJR,0.19999999988085462
2021-07-31,A,LGBM_longonly,isotonic,IJR,6.4549300984829785e-12
2021-08-31,A,LGBM_longonly,isotonic,IJR,7.541128080755301e-12
2021-09-30,A,LGBM_longonly,isotonic,IJR,0.19999999996270182
2021-10-31,A,LGBM_longonly,isotonic,IJR,1.7807293424246033e-12
2021-11-30,A,LGBM_longonly,isotonic,IJR,2.122394418529661e-12
2021-12-31,A,LGBM_longonly,isotonic,IJR,0.19999999980135832
2022-01-31,A,LGBM_longonly,isotonic,IJR,1.1496028671953038e-12
2022-02-28,A,LGBM_longonly,isotonic,IJR,0.19999999998078832
2022-03-31,A,LGBM_longonly,isotonic,IJR,8.782559548030485e-12
2022-04-30,A,LGBM_longonly,isotonic,IJR,0.19999999970291266
2022-05-31,A,LGBM_longonly,isotonic,IJR,5.2267431633587025e-12
2022-06-30,A,LGBM_longonly,isotonic,IJR,9.043573101096966e-12
2022-07-31,A,LGBM_longonly,isotonic,IJR,1.302752039562576e-11
2022-08-31,A,LGBM_longonly,isotonic,IJR,2.5381874207322467e-12
2022-09-30,A,LGBM_longonly,isotonic,IJR,2.663440230951247e-12
2022-10-31,A,LGBM_longonly,isotonic,IJR,0.1999999998459455
2022-11-30,A,LGBM_longonly,isotonic,IJR,1.0415057433347025e-12
2022-12-31,A,LGBM_longonly,isotonic,IJR,0.1999999999929645
2023-01-31,A,LGBM_longonly,isotonic,IJR,4.510778399970871e-13
