Date,Universe,Strategy,Ret_gross,Cost,Ret_net
2013-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03651215211154646,-1.3190431159985136e-14,0.03651215211153327
2013-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02297779849040521,-1.6691692491363454e-14,0.02297779849038852
2013-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.017633055753881483,-4.735042217077117e-14,0.017633055753834132
2013-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.017079283204304314,-5.446248480171777e-14,-0.017079283204358777
2013-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05509472362131271,-1.4147631887876302e-14,0.05509472362129856
2013-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.029376458621961865,-1.3131546475479186e-14,-0.029376458621974997
2013-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.049161789902956304,-1.0328013217204556e-13,0.049161789902853026
2013-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04175067483494034,-1.1188874517149943e-13,0.04175067483482845
2013-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0161650331928665,-2.1681592486194116e-13,0.016165033192649683
2013-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.020339655994032094,-2.1129818454094148e-13,0.020339655993820795
2013-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.010413681163284191,-5.625848121215136e-15,-0.010413681163289817
2014-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04881828107899576,-1.6541046637695836e-15,0.04881828107899411
2014-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.007100490625472634,-2.3687749001379958e-15,-0.007100490625475003
2014-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.006835211570847336,-1.8532151951967926e-15,-0.00683521157084919
2014-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02420250420057352,-4.500978638629907e-16,0.024202504200573068
2014-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03467719234455299,-7.843460803716035e-16,0.03467719234455221
2014-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.018903253582571857,-2.707735232725214e-15,-0.018903253582574563
2014-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04443622034733056,-1.7271275309008441e-13,0.04443622034715784
2014-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.03669072956509614,-1.1767433616724663e-13,-0.03669072956521382
2014-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.052040727946874026,-2.942371634450038e-14,0.052040727946844605
2014-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02392536335320835,-8.47217711714071e-14,0.02392536335312363
2014-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.004410658898919408,-4.883344542680419e-15,0.004410658898914525
2014-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.003695071657781291,-1.2793353508543248e-15,-0.0036950716577825705
2015-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04363051190661665,-1.0293549426870559e-13,0.04363051190651371
2015-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.002285780310868764,-9.806037396937019e-14,0.0022857803107707037
2015-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.013945564850755583,-1.4867466123327783e-13,-0.013945564850904257
2015-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.01608696698525565,-1.4784523531365362e-13,0.016086966985107806
2015-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.017863993394340312,-2.8728641178144715e-13,-0.0178639933946276
2015-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02506419472662962,-2.6574475566165487e-13,0.025064194726363873
2015-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.061647823745326694,-2.2839488440821653e-14,-0.061647823745349536
2015-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.01884195815237734,-4.256723017915755e-15,-0.018841958152381596
2015-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.07733513757388982,-3.558320078329048e-15,0.07733513757388627
2015-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.010562166541720864,-8.127468791167644e-15,0.010562166541712737
2015-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.02140568453205004,-3.797810356925151e-15,-0.02140568453205384
2015-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.060213970691172576,-1.0834642391055938e-13,-0.06021397069128092
2016-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.0010966381840308325,-3.542450973077211e-14,-0.001096638184066257
2016-02-29,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.08193771193487794,-5.386718739995096e-14,0.08193771193482406
2016-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.010059287949641752,-8.713612488332757e-14,-0.01005928794972889
2016-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.028701871230308727,-5.5055316422568975e-14,0.02870187123025367
2016-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.007380034354622052,-2.6404380193598542e-14,0.007380034354595648
2016-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04785330098772572,-9.99999999409662e-05,0.047753300987784755
2016-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0008209642096563661,-9.99999998840535e-05,0.0007209642097723126
2016-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.004634683965760287,-8.547125091791935e-14,0.004634683965674816
2016-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.03269345602326393,-2.8034772696893135e-14,-0.03269345602329196
2016-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.043785368220387186,-1.055956773748561e-13,0.04378536822028159
2016-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02511752591118533,-2.014593439346119e-13,0.02511752591098387
2016-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.020926540939935435,-2.942339106794428e-14,0.02092654093990601
2017-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03199350147778219,-3.6048533972910706e-14,0.03199350147774614
2017-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0014968934502638902,-4.8045398155442785e-14,0.0014968934502158449
2017-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.013663381962070158,-1.7855662395928685e-13,0.013663381961891602
2017-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.006491566542368757,-3.1512046439764316e-12,0.006491566539217552
2017-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0028304153917241845,-9.999999663283666e-05,0.002730415395091348
2017-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.024535376310167143,-3.2883550716177646e-13,0.02453537630983831
2017-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0072150347790257835,-9.999999927364754e-05,0.007115034779752136
2017-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.018837093336859574,-9.99999991953219e-05,0.01873709333766425
2017-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.021963966008518392,-1.598514192878254e-11,0.021963965992533252
2017-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.026022729415201548,-9.999998430389928e-05,0.02592272943089765
2017-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.00300808881227414,-6.692104039333218e-14,0.003008088812207219
2017-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06730035721177169,-6.314945030153829e-13,0.0673003572111402
2018-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.022688207579249366,-3.1389336103402695e-13,-0.02268820757956326
2018-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.02184505144727222,-2.1520384121767082e-13,-0.021845051447487423
2018-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0035296571233437634,-0.0001000000000358908,0.0034296571233078726
2018-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05195568080242748,-2.581233183354757e-13,0.05195568080216936
2018-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.009452916872373842,-1.6491147071654655e-13,0.00945291687220893
2018-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.025017608034530427,-5.136044364526425e-14,0.025017608034479066
2018-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.04834073788396042,-3.8963858073264304e-13,0.04834073788357078
2018-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.009329831495702582,-1.8995880508503124e-13,-0.00932983149589254
2018-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.09410866335425046,-2.5006644849471363e-13,-0.09410866335450052
2018-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.008656336148926653,-9.999999934914092e-05,0.008556336149577511
2018-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.09411236638106935,-4.777162371366269e-13,-0.09411236638154706
2018-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.09199894389155765,-4.235042022915246e-13,0.09199894389113414
2019-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.036876132743913895,-6.09478067991502e-11,0.036876132682966085
2019-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.01799556865609384,-0.0001000000000046886,0.01789556865608915
2019-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.045978450939029324,-4.004734819682123e-13,0.04597845093862885
2019-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.07555257150095758,-3.434897464130358e-13,-0.07555257150130107
2019-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.0620433921988774,-9.999999991827668e-05,0.06194339219895913
2019-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.019489014337479228,-3.5369020705657784e-13,0.019489014337125538
2019-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.022839484158483362,-0.00010000000010259247,-0.022939484158585953
2019-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.013871485889563427,-7.983320610827404e-14,0.013871485889483594
2019-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.029935221662219978,-3.297292066994122e-13,0.02993522166189025
2019-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.040313561652046054,-2.646500612023856e-13,0.040313561651781404
2019-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.029965719946046555,-9.99999999582005e-05,0.029865719946088356
2019-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.01032376008737354,-4.214983914764274e-13,0.010323760086952042
2020-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.0704612322033877,-2.368768899608117e-13,-0.07046123220362457
2020-02-29,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.12457594809052175,-0.00010000000013385634,-0.1246759480906556
2020-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.043885940394494206,-0.00019999999989602424,0.04368594039459818
2020-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06145685200105513,-0.0001999999999233924,0.061256852001131734
2020-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.050366111384123544,-5.930614852178492e-13,0.05036611138353048
2020-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.06567088653504638,-3.49116591322866e-13,0.06567088653469726
2020-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.09520865314869252,-9.999999920050435e-05,0.09510865314949202
2020-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.045266270302731684,-9.999999972827471e-05,-0.04536627030245996
2020-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.01911466436287726,-2.473551173206487e-12,-0.019114664365350812
2020-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.12624090662660997,-1.7237856413431138e-13,0.12624090662643758
2020-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.05270309614066402,-2.0481457700192715e-11,0.05270309612018256
2020-12-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.00566876771988642,-9.999997232756908e-05,-0.005768767692213989
2021-01-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.006610893456638281,-7.610402476796753e-12,0.006610893449027878
2021-02-28,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.023013822323078335,-7.385478738222174e-14,0.02301382232300448
2021-03-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.055180442294480665,-7.456212436537424e-14,0.0551804422944061
2021-04-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.003871022123480019,-3.139443519448791e-14,-0.0038710221235114138
2021-05-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.037324549209940085,-4.287491818633905e-14,0.03732454920989721
2021-06-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.02404358773532093,-1.2958221241435102e-13,0.024043587735191347
2021-07-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.03407915881448455,-4.445312269850092e-14,0.0340791588144401
2021-08-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.05164428594894696,-2.6583015949119915e-14,-0.051644285948973544
2021-09-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.07938183603279866,-9.99999999466448e-05,0.07928183603285202
2021-10-31,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,-0.008121877376968173,-9.999999999719767e-05,-0.008221877376965371
2021-11-30,A,ML_RF_longshort_costaware_5bps_grosslabels_affine,0.023438555041044355,-2.587250521686857e-13,0.02343855504078563
